,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
96,NCT01974635,OfficialTitle+BriefSummary,"Proprioception Testing in Persons With Sensorimotor Impairment | In this study, an FDA-cleared device and type of treatment called ""AMES,"" which stands for Assisted Movement with Enhanced Sensation, will be used to determine whether sensation in the upper limb of individuals with incomplete spinal cord injuries, acquired brain injury, or stroke improves along with movement through treatment. We hypothesize that measureable improvement in the sensation of the upper limb will precede improvement in functional movement.","[(39, 62, 'CONDITION', 'Sensorimotor Impairment'), (132, 136, 'PHYSICAL', 'AMES'), (156, 197, 'PHYSICAL', 'Assisted Movement with Enhanced Sensation'), (281, 312, 'CONDITION', 'incomplete spinal cord injuries'), (314, 335, 'CONDITION', 'acquired brain injury'), (340, 346, 'CONDITION', 'stroke')]","[(39, 62), (132, 136), (156, 197), (281, 312), (314, 335), (340, 346)]","[(39, 62, 'CONDITION'), (281, 312, 'CONDITION'), (314, 335, 'CONDITION'), (340, 346, 'CONDITION')]","[(132, 136, 'PHYSICAL'), (156, 197, 'PHYSICAL')]"
97,NCT04976725,OfficialTitle+BriefSummary,"Comparison of the Effectiveness of Craniosacral Therapy and Myofacial Relaxation Techniques in People Diagnosed With Migraine | Headache is a neurological condition that is very common all over the world and is observed at some time in life in more than 90% of society. Migraine headache, known for thousands of years, is one of the oldest diseases of humanity. The word 'hemicrania', meaning 'half of a head', is used due to unilateral pain. Approaches to treating migraine include medication, relaxation, biofeedback, living a regular life, adequate sleep, exercise, and stress management. Neck pain is especially common in migraine patients. Exercise, manual practices, electrop novelties are used to reduce musculoskeletal problems, thus reducing the effects of migraine. Myofascial relaxation techniques, which are included in the manipulative techniques in the literature, are relaxation methods performed on myofascial trigger points.Osteopathic manual therapy (OMT) , which has recently entered the literature, 19. osteopathy, developed by Andrew Taylor STILL at the end of the century, is a treatment system characterized by focusing on integrity and using it by hand to heal diseases.The study of cranial OMM kraniyum first anatomical and physiological mechanisms for the prevention and treatment of disease as a whole is concerned with the relationship of the body, including diagnostic and therapeutic methods.It is used in the treatment of somatic dysfunction of the head and other body parts. An important component of cranial Omm is the primary respiratory mechanism, which occurs as movement of the head bones, sacrum, dural membranes, central nervous system and cerebrospinal fluid. The primary respiratory mechanism is synchronous with the cranial rhythmic impulse, a 2-phase rhythmic cycle that represents a dynamic metabolic exchange with each stage of the body. This cycle is indicated as loops between 7 and 14 per minute.Fascial mobilization therapy increases energy use in segments implemented by mechanical changes.Accordingly, it helps to reduce the spasm of these layers extending fascially, to dissolve adhesions, and to increase the range of motion of the joint.

H0: Osteopathic Manipulative Therapy has no effect on migraine symptoms. H1: Osteopathic Manipulative Therapy has an effect on migraine symptoms. H2: myofascial relaxation techniques have no effect on migraine symptoms. H3: methods of Osteopathic Manipulative Therapy have an effect on migraine symptoms.

H4: myofascial relaxation techniques and osteopathic manipulative treatment methods have no superiority over each other.

H5: myofascial relaxation techniques and osteopathic manipulative treatment methods have superiority over each other.","[(35, 55, 'OTHER', 'Craniosacral Therapy'), (60, 91, 'OTHER', 'Myofacial Relaxation Techniques'), (117, 125, 'CONDITION', 'Migraine'), (128, 136, 'CONDITION', 'Headache'), (270, 278, 'CONDITION', 'Migraine'), (372, 382, 'CONDITION', 'hemicrania'), (437, 441, 'CONDITION', 'pain'), (466, 474, 'CONDITION', 'migraine'), (592, 601, 'CONDITION', 'Neck pain'), (626, 634, 'CONDITION', 'migraine'), (766, 774, 'CONDITION', 'migraine'), (776, 808, 'OTHER', 'Myofascial relaxation techniques'), (941, 967, 'OTHER', 'Osteopathic manual therapy'), (969, 972, 'OTHER', 'OMT'), (1207, 1227, 'OTHER', 'cranial OMM kraniyum'), (1533, 1544, 'OTHER', 'cranial Omm'), (1944, 1972, 'OTHER', 'Fascial mobilization therapy'), (2197, 2229, 'OTHER', 'Osteopathic Manipulative Therapy'), (2247, 2255, 'CONDITION', 'migraine'), (2270, 2302, 'OTHER', 'Osteopathic Manipulative Therapy'), (2320, 2328, 'CONDITION', 'migraine'), (2343, 2375, 'OTHER', 'myofascial relaxation techniques'), (2394, 2402, 'CONDITION', 'migraine'), (2428, 2460, 'OTHER', 'Osteopathic Manipulative Therapy'), (2479, 2487, 'CONDITION', 'migraine'), (2503, 2535, 'OTHER', 'myofascial relaxation techniques'), (2540, 2574, 'OTHER', 'osteopathic manipulative treatment'), (2625, 2657, 'OTHER', 'myofascial relaxation techniques'), (2662, 2696, 'OTHER', 'osteopathic manipulative treatment')]","[(35, 55), (60, 91), (117, 125), (128, 136), (270, 278), (372, 382), (437, 441), (466, 474), (592, 601), (626, 634), (766, 774), (776, 808), (941, 967), (969, 972), (1207, 1227), (1533, 1544), (1944, 1972), (2197, 2229), (2247, 2255), (2270, 2302), (2320, 2328), (2343, 2375), (2394, 2402), (2428, 2460), (2479, 2487), (2503, 2535), (2540, 2574), (2625, 2657), (2662, 2696)]","[(117, 125, 'CONDITION'), (128, 136, 'CONDITION'), (270, 278, 'CONDITION'), (372, 382, 'CONDITION'), (437, 441, 'CONDITION'), (466, 474, 'CONDITION'), (592, 601, 'CONDITION'), (626, 634, 'CONDITION'), (766, 774, 'CONDITION'), (2247, 2255, 'CONDITION'), (2320, 2328, 'CONDITION'), (2394, 2402, 'CONDITION'), (2479, 2487, 'CONDITION')]","[(35, 55, 'OTHER'), (60, 91, 'OTHER'), (776, 808, 'OTHER'), (941, 967, 'OTHER'), (969, 972, 'OTHER'), (1207, 1227, 'OTHER'), (1533, 1544, 'OTHER'), (1944, 1972, 'OTHER'), (2197, 2229, 'OTHER'), (2270, 2302, 'OTHER'), (2343, 2375, 'OTHER'), (2428, 2460, 'OTHER'), (2503, 2535, 'OTHER'), (2540, 2574, 'OTHER'), (2625, 2657, 'OTHER'), (2662, 2696, 'OTHER')]"
98,NCT01942590,OfficialTitle+BriefSummary,"A Clinical Investigation of the Safety and Efficacy of Clenbuterol on Motor Function in Individuals With Late-onset Pompe Disease and Receiving Enzyme Replacement Therapy | Funding Source- FDA OOPD

The purpose of this study is to investigate the safety and efficacy of clenbuterol on motor function in individuals with late-onset Pompe disease (LOPD) who are treated with enzyme replacement therapy (ERT).","[(55, 66, 'DRUG', 'Clenbuterol'), (105, 170, 'CONDITION', 'Late-onset Pompe Disease and Receiving Enzyme Replacement Therapy'), (270, 281, 'DRUG', 'clenbuterol'), (320, 399, 'CONDITION', 'late-onset Pompe disease (LOPD) who are treated with enzyme replacement therapy')]","[(55, 66), (105, 170), (270, 281), (320, 399)]","[(105, 170, 'CONDITION'), (320, 399, 'CONDITION')]","[(55, 66, 'DRUG'), (270, 281, 'DRUG')]"
99,NCT00282152,OfficialTitle+BriefSummary,"Safety and Tolerability of Neurostimulation in Early Stage Parkinson's Disease | Bilateral subthalamic nucleus deep brain stimulation (B-STN DBS) is one of the most effective surgical treatments for PD patients suffering from levodopa-induced motor complications. The relatively low incidence of permanent adverse effects and the potential for neuroprotection and alteration of the natural course of PD suggest a highly favorable benefit-to-risk ratio of this procedure. Since neuroprotection is best applied early in the disease course when there are more surviving neurons, we believe that further investigation of this procedure is warranted. The proposed pilot study will provide the necessary data to substantiate the safety and tolerability of the procedure as well as provide data for the design of a full-scale, multicenter trial to investigate the hypothesis that B-STN DBS is a safe and effective treatment to slow the progression of PD.","[(27, 43, 'SURGICAL', 'Neurostimulation'), (47, 78, 'CONDITION', ""Early Stage Parkinson's Disease""), (81, 133, 'SURGICAL', 'Bilateral subthalamic nucleus deep brain stimulation'), (135, 144, 'SURGICAL', 'B-STN DBS'), (199, 201, 'CONDITION', 'PD'), (226, 262, 'CONDITION', 'levodopa-induced motor complications'), (400, 402, 'CONDITION', 'PD'), (873, 882, 'SURGICAL', 'B-STN DBS'), (944, 946, 'CONDITION', 'PD')]","[(27, 43), (47, 78), (81, 133), (135, 144), (199, 201), (226, 262), (400, 402), (873, 882), (944, 946)]","[(47, 78, 'CONDITION'), (199, 201, 'CONDITION'), (226, 262, 'CONDITION'), (400, 402, 'CONDITION'), (944, 946, 'CONDITION')]","[(27, 43, 'SURGICAL'), (81, 133, 'SURGICAL'), (135, 144, 'SURGICAL'), (873, 882, 'SURGICAL')]"
100,NCT01482351,OfficialTitle+BriefSummary,"Mild Cognitive Impairment and Obstructive Sleep Apnea | Obstructive sleep apnea (OSA) has been linked to increased risk for Alzheimer's disease (AD), but little prospective evidence exists on the effects of OSA treatment in preclinical AD. The objective was to determine if CPAP treatment adherence, controlling for baseline differences, predicts cognitive and everyday function after 1 year in older adults with MCI and to determine effect sizes for a larger trial. The aim of the Mild Cognitive Impairment and Obstructive Sleep Apnea (Memories 1) trial was to determine whether CPAP treatment adherence, controlling for any baseline differences in OSA severity, ApoE4, and other previously identified demographic and patient factors, might predict cognitive and everyday function after 1 year in older adults with amnestic MCI.","[(0, 25, 'CONDITION', 'Mild Cognitive Impairment'), (30, 53, 'CONDITION', 'Obstructive Sleep Apnea'), (56, 79, 'CONDITION', 'Obstructive sleep apnea'), (81, 84, 'CONDITION', 'OSA'), (124, 143, 'CONDITION', ""Alzheimer's disease""), (145, 147, 'CONDITION', 'AD'), (207, 210, 'CONDITION', 'OSA'), (224, 238, 'CONDITION', 'preclinical AD'), (274, 278, 'OTHER', 'CPAP'), (413, 416, 'CONDITION', 'MCI'), (482, 507, 'CONDITION', 'Mild Cognitive Impairment'), (512, 535, 'CONDITION', 'Obstructive Sleep Apnea'), (580, 584, 'OTHER', 'CPAP'), (650, 653, 'CONDITION', 'OSA'), (825, 828, 'CONDITION', 'MCI')]","[(0, 25), (30, 53), (56, 79), (81, 84), (124, 143), (145, 147), (207, 210), (224, 238), (274, 278), (413, 416), (482, 507), (512, 535), (580, 584), (650, 653), (825, 828)]","[(0, 25, 'CONDITION'), (30, 53, 'CONDITION'), (56, 79, 'CONDITION'), (81, 84, 'CONDITION'), (124, 143, 'CONDITION'), (145, 147, 'CONDITION'), (207, 210, 'CONDITION'), (224, 238, 'CONDITION'), (413, 416, 'CONDITION'), (482, 507, 'CONDITION'), (512, 535, 'CONDITION'), (650, 653, 'CONDITION'), (825, 828, 'CONDITION')]","[(274, 278, 'OTHER'), (580, 584, 'OTHER')]"
101,NCT03928496,OfficialTitle+BriefSummary,Abobotulinumtoxina Efficacy in Post-Traumatic Headache | This study will evaluate the efficacy of abobotulinumtoxina on Veterans with post-traumatic headache,"[(0, 18, 'DRUG', 'Abobotulinumtoxina'), (31, 54, 'CONDITION', 'Post-Traumatic Headache'), (98, 116, 'DRUG', 'abobotulinumtoxina'), (134, 157, 'CONDITION', 'post-traumatic headache')]","[(0, 18), (31, 54), (98, 116), (134, 157)]","[(31, 54, 'CONDITION'), (134, 157, 'CONDITION')]","[(0, 18, 'DRUG'), (98, 116, 'DRUG')]"
102,NCT00826345,OfficialTitle+BriefSummary,Patient-Oriented TCM Intervention for DSP in HIV: A Pilot Study | This preliminary study will investigate the use of Acupuncture and Moxibustion (Acu/Moxa) for distal symmetric peripheral neuropathy (DSP) associated with HIV applying traditional Chinese medicine (TCM) evaluations conducted by a diagnostic acupuncturist. The investigators will evaluate the role of Acu/Moxa in reducing the symptoms of DSP related to HIV/AIDS and treatment side effects. The effects of symptom reduction on quality of life will also be examined. This application will establish a proof of principle for the role of Acu/Moxa in the treatment of DSP and provide data that will serve as a foundation for establishing a future larger clinical trial.,"[(17, 33, 'OTHER', 'TCM Intervention'), (38, 41, 'CONDITION', 'DSP'), (45, 48, 'CONDITION', 'HIV'), (117, 128, 'OTHER', 'Acupuncture'), (133, 144, 'OTHER', 'Moxibustion'), (146, 149, 'OTHER', 'Acu'), (150, 154, 'OTHER', 'Moxa'), (160, 198, 'CONDITION', 'distal symmetric peripheral neuropathy'), (200, 203, 'CONDITION', 'DSP'), (221, 224, 'CONDITION', 'HIV'), (234, 262, 'OTHER', 'traditional Chinese medicine'), (264, 267, 'OTHER', 'TCM'), (366, 369, 'OTHER', 'Acu'), (370, 374, 'OTHER', 'Moxa'), (403, 406, 'CONDITION', 'DSP'), (418, 421, 'CONDITION', 'HIV'), (422, 426, 'CONDITION', 'AIDS'), (599, 602, 'OTHER', 'Acu'), (603, 607, 'OTHER', 'Moxa'), (628, 631, 'CONDITION', 'DSP')]","[(17, 33), (38, 41), (45, 48), (117, 128), (133, 144), (146, 149), (150, 154), (160, 198), (200, 203), (221, 224), (234, 262), (264, 267), (366, 369), (370, 374), (403, 406), (418, 421), (422, 426), (599, 602), (603, 607), (628, 631)]","[(38, 41, 'CONDITION'), (45, 48, 'CONDITION'), (160, 198, 'CONDITION'), (200, 203, 'CONDITION'), (221, 224, 'CONDITION'), (403, 406, 'CONDITION'), (418, 421, 'CONDITION'), (422, 426, 'CONDITION'), (628, 631, 'CONDITION')]","[(17, 33, 'OTHER'), (117, 128, 'OTHER'), (133, 144, 'OTHER'), (146, 149, 'OTHER'), (150, 154, 'OTHER'), (234, 262, 'OTHER'), (264, 267, 'OTHER'), (366, 369, 'OTHER'), (370, 374, 'OTHER'), (599, 602, 'OTHER'), (603, 607, 'OTHER')]"
103,NCT03546517,OfficialTitle+BriefSummary,"Effectiveness of Dry Needling (DNHS Technique) in Patients With Chronic Stroke | Study hypothesis:

The DNHS technique, performed via one session of deep dry needling of myofascial trigger points applied to the biceps brachii, brachialis, flexor digitorum superficialis, flexor digitorum profundus, triceps brachii, extensor digitorum and adductor pollicis muscle is effective for decreasing spasticity and muscle stiffness (both of which are components of hypertonia) as well as for improving the upper limb function of the previously described muscles in patients with chronic cerebral vascular accident (CVA), assessed both post-intervention and after 15 days.

General aims

To analyse the immediate therapeutic effect of the DNHS technique and the effect at 15 days follow-up, for the following variables:

Spasticity
Muscle stiffness
Upper limb function
Patient perceived quality of life

Materials and methods Population: patients from the province of Zaragoza (Spain) diagnosed with a haemorrhagic or ischemic CVA by a neurologist.

Recruitment strategy: recruitment will take place via the Stroke Association in Aragon (AIDA) [Aragon Stroke Association] in the province of Zaragoza, Spain, seeing as the greater proportion of patients who have suffered a stroke and are in the chronic stage of the illness go to this centre to receive treatment. Thus, this avoids patients having to travel elsewhere for the study. Furthermore, in the case of patients who wish to participate in the study after having received information via third persons or via other means and who are not members of the Association or do not attend the centre on a regular basis, the Association AIDA has offered to allow these people to attend for free, making its facilities available and supporting the development of this study.","[(17, 29, 'OTHER', 'Dry Needling'), (31, 45, 'OTHER', 'DNHS Technique'), (64, 78, 'CONDITION', 'Chronic Stroke'), (104, 108, 'OTHER', 'DNHS'), (149, 195, 'OTHER', 'deep dry needling of myofascial trigger points'), (392, 402, 'CONDITION', 'spasticity'), (407, 423, 'CONDITION', 'muscle stiffness'), (457, 467, 'CONDITION', 'hypertonia'), (571, 605, 'CONDITION', 'chronic cerebral vascular accident'), (607, 610, 'CONDITION', 'CVA'), (730, 734, 'OTHER', 'DNHS'), (812, 822, 'CONDITION', 'Spasticity'), (823, 839, 'CONDITION', 'Muscle stiffness'), (1018, 1021, 'CONDITION', 'CVA'), (1264, 1270, 'CONDITION', 'stroke')]","[(17, 29), (31, 45), (64, 78), (104, 108), (149, 195), (392, 402), (407, 423), (457, 467), (571, 605), (607, 610), (730, 734), (812, 822), (823, 839), (1018, 1021), (1264, 1270)]","[(64, 78, 'CONDITION'), (392, 402, 'CONDITION'), (407, 423, 'CONDITION'), (457, 467, 'CONDITION'), (571, 605, 'CONDITION'), (607, 610, 'CONDITION'), (812, 822, 'CONDITION'), (823, 839, 'CONDITION'), (1018, 1021, 'CONDITION'), (1264, 1270, 'CONDITION')]","[(17, 29, 'OTHER'), (31, 45, 'OTHER'), (104, 108, 'OTHER'), (149, 195, 'OTHER'), (730, 734, 'OTHER')]"
104,NCT01826487,OfficialTitle+BriefSummary,"A Phase 3 Efficacy and Safety Study of Ataluren in Patients With Nonsense Mutation Dystrophinopathy | Dystrophinopathy is a disease continuum that includes Duchenne muscular dystrophy, which develops in boys. It is caused by a mutation in the gene for dystrophin, a protein that is important for maintaining normal muscle structure and function. Loss of dystrophin causes muscle fragility that leads to weakness and loss of walking ability. A specific type of mutation, called a nonsense (premature stop codon) mutation is the cause of dystrophinopathy in approximately 10-15 percent (%) of boys with the disease. Ataluren is an orally delivered, investigational drug that has the potential to overcome the effects of the nonsense mutation. The main goal of this Phase 3 study is to evaluate the effect of ataluren on walking ability. The effect of ataluren on physical function, quality of life, and activities of daily living will be evaluated. This study will also provide additional information on the long-term safety of ataluren.","[(39, 47, 'DRUG', 'Ataluren'), (65, 99, 'CONDITION', 'Nonsense Mutation Dystrophinopathy'), (102, 118, 'CONDITION', 'Dystrophinopathy'), (156, 183, 'CONDITION', 'Duchenne muscular dystrophy'), (479, 519, 'CONDITION', 'nonsense (premature stop codon) mutation'), (536, 552, 'CONDITION', 'dystrophinopathy'), (614, 622, 'DRUG', 'Ataluren'), (722, 739, 'CONDITION', 'nonsense mutation'), (806, 814, 'DRUG', 'ataluren'), (849, 857, 'DRUG', 'ataluren'), (1026, 1034, 'DRUG', 'ataluren')]","[(39, 47), (65, 99), (102, 118), (156, 183), (479, 519), (536, 552), (614, 622), (722, 739), (806, 814), (849, 857), (1026, 1034)]","[(65, 99, 'CONDITION'), (102, 118, 'CONDITION'), (156, 183, 'CONDITION'), (479, 519, 'CONDITION'), (536, 552, 'CONDITION'), (722, 739, 'CONDITION')]","[(39, 47, 'DRUG'), (614, 622, 'DRUG'), (806, 814, 'DRUG'), (849, 857, 'DRUG'), (1026, 1034, 'DRUG')]"
105,NCT03184467,OfficialTitle+BriefSummary,"A Multi-center, Randomized, Double-blind, Placebo-controlled, Parallel Design, Prospective, Phase II Clinical Trial to Evaluate the Efficacy and Safety of Donepezil and Combined With GV1001 in Alzheimer Patients | This clinical study is designed as a multi-center, randomized, double-blind, placebo-controlled, parallel design, prospective, phase II clinical trial.

An eligible subject who meets inclusion and exclusion criteria is randomly assigned to three groups: study group 1 (GV1001 0.56 mg), study group 2 (GV1001 1.12 mg) or placebo group. A randomized subject is administered either GV1001 or placebo in a total of 14 times and will be evaluated for the efficacy and safety at week of 24.","[(42, 49, 'CONTROL', 'Placebo'), (155, 164, 'DRUG', 'Donepezil'), (183, 189, 'DRUG', 'GV1001'), (193, 202, 'CONDITION', 'Alzheimer'), (291, 298, 'CONTROL', 'placebo'), (483, 489, 'DRUG', 'GV1001'), (515, 521, 'DRUG', 'GV1001'), (534, 541, 'CONTROL', 'placebo'), (593, 599, 'DRUG', 'GV1001'), (603, 610, 'CONTROL', 'placebo')]","[(42, 49), (155, 164), (183, 189), (193, 202), (291, 298), (483, 489), (515, 521), (534, 541), (593, 599), (603, 610)]","[(193, 202, 'CONDITION')]","[(42, 49, 'CONTROL'), (155, 164, 'DRUG'), (183, 189, 'DRUG'), (291, 298, 'CONTROL'), (483, 489, 'DRUG'), (515, 521, 'DRUG'), (534, 541, 'CONTROL'), (593, 599, 'DRUG'), (603, 610, 'CONTROL')]"
106,NCT05389657,OfficialTitle+BriefSummary,Dissemination and Implementation of Family-Based Treatment in Publicly-Funded Clinics: Optimizing Provider Training in Eating Disorders (OPTED) | This is a randomized controlled trial for mental health clinicians comparing two methods of training in family-based treatment (FBT) for restrictive eating disorders.,"[(36, 58, 'BEHAVIOURAL', 'Family-Based Treatment'), (119, 135, 'CONDITION', 'Eating Disorders'), (250, 272, 'BEHAVIOURAL', 'family-based treatment'), (274, 277, 'BEHAVIOURAL', 'FBT'), (283, 311, 'CONDITION', 'restrictive eating disorders')]","[(36, 58), (119, 135), (250, 272), (274, 277), (283, 311)]","[(119, 135, 'CONDITION'), (283, 311, 'CONDITION')]","[(36, 58, 'BEHAVIOURAL'), (250, 272, 'BEHAVIOURAL'), (274, 277, 'BEHAVIOURAL')]"
107,NCT00222742,OfficialTitle+BriefSummary,Pediatric Traumatic Brain Injury Consortium: Hypothermia | The primary hypothesis for this application for a multicenter phase III randomized clinical trial (RCT) is that induced moderate hypothermia (HYPO) (32-33 °C) after severe traumatic brain injury (TBI) in children and maintained for 48 hours will improve mortality at 3 months and 12 month functional outcome as assessed by the Glasgow Outcome Scale (GOS).,"[(10, 32, 'CONDITION', 'Traumatic Brain Injury'), (45, 56, 'OTHER', 'Hypothermia'), (188, 199, 'OTHER', 'hypothermia'), (201, 205, 'OTHER', 'HYPO'), (224, 253, 'CONDITION', 'severe traumatic brain injury'), (255, 258, 'CONDITION', 'TBI')]","[(10, 32), (45, 56), (188, 199), (201, 205), (224, 253), (255, 258)]","[(10, 32, 'CONDITION'), (224, 253, 'CONDITION'), (255, 258, 'CONDITION')]","[(45, 56, 'OTHER'), (188, 199, 'OTHER'), (201, 205, 'OTHER')]"
108,NCT04412447,OfficialTitle+BriefSummary,"Training of Persons With Complete Spinal Cord Injury for Pedaling on a Tricycle, Induced by Electrical Stimulation of the Paralysed Muscles: a Case Series | The main objective of this study is to validate the effectivity of a simple home-based training for cycling with functional electrical stimulation (FES). The training is designed to progressively increase strength and endurance of the paralysed muscles of a person with complete spinal cord injury. After a limited period of only several months, performance will be assessed during FES-assisted cycling on a recumbent tricycle over flat ground. The outcomes of this study should provide evidence for the effectivity of FES-cycling as potential rehabilitation method.","[(25, 52, 'CONDITION', 'Complete Spinal Cord Injury'), (57, 139, 'PHYSICAL', 'Pedaling on a Tricycle, Induced by Electrical Stimulation of the Paralysed Muscles'), (233, 303, 'PHYSICAL', 'home-based training for cycling with functional electrical stimulation'), (305, 308, 'PHYSICAL', 'FES'), (427, 454, 'CONDITION', 'complete spinal cord injury'), (539, 559, 'PHYSICAL', 'FES-assisted cycling'), (676, 687, 'PHYSICAL', 'FES-cycling')]","[(25, 52), (57, 139), (233, 303), (305, 308), (427, 454), (539, 559), (676, 687)]","[(25, 52, 'CONDITION'), (427, 454, 'CONDITION')]","[(57, 139, 'PHYSICAL'), (233, 303, 'PHYSICAL'), (305, 308, 'PHYSICAL'), (539, 559, 'PHYSICAL'), (676, 687, 'PHYSICAL')]"
109,NCT05749393,OfficialTitle+BriefSummary,"Effect of Heparinization on Intracranial Aneurysm | The goal of this clinical trial is to compare intracranial aneurysm patients. The main question it aims to answer are: Which heparinization regimen is most beneficial to patients during surgery for intracranial aneurysms. Participants will be randomized to different intraoperative heparinization regimens: (i) 50 U/kg intravenous (IV) at 1-h intervals reduced by half to a minimum of 1000 u/h; (ii) 60 U/kg IV at 1-h intervals reduced by half to a minimum of 1000 u/h; (iii) 70 U/kg IV at 1-h intervals reduced by half to a minimum of 1000 u/h. MRI will be performed within 72 h after surgery, and the DWI sequence of MRI will be analyzed. If there is a comparison group: Researchers will compare different intraoperative heparinization protocol groups to see which dose of intraoperative heparin has the best prognosis for use.","[(10, 24, 'DRUG', 'Heparinization'), (28, 49, 'CONDITION', 'Intracranial Aneurysm'), (98, 119, 'CONDITION', 'intracranial aneurysm'), (177, 191, 'DRUG', 'heparinization'), (238, 245, 'CONDITION', 'surgery'), (250, 272, 'CONDITION', 'intracranial aneurysms'), (334, 348, 'DRUG', 'heparinization'), (775, 789, 'DRUG', 'heparinization'), (842, 849, 'DRUG', 'heparin')]","[(10, 24), (28, 49), (98, 119), (177, 191), (238, 245), (250, 272), (334, 348), (775, 789), (842, 849)]","[(28, 49, 'CONDITION'), (98, 119, 'CONDITION'), (238, 245, 'CONDITION'), (250, 272, 'CONDITION')]","[(10, 24, 'DRUG'), (177, 191, 'DRUG'), (334, 348, 'DRUG'), (775, 789, 'DRUG'), (842, 849, 'DRUG')]"
110,NCT00600873,OfficialTitle+BriefSummary,"Pharmacokinetics and Nitrative-Oxidative Stress Pharmacodynamics in Amyotrophic Lateral Sclerosis Subjects Taking Daily High-Dose R(+) Pramipexole Dihydrochloride for Six Months | R(+)pramipexole is administered in escalating doses to patients with early ALS. Plasma and spinal fluid levels of R(+)PPX are monitored, in addition to biochemical markers of oxidative stress.","[(68, 97, 'CONDITION', 'Amyotrophic Lateral Sclerosis'), (130, 162, 'DRUG', 'R(+) Pramipexole Dihydrochloride'), (180, 195, 'DRUG', 'R(+)pramipexole'), (249, 258, 'CONDITION', 'early ALS'), (294, 301, 'DRUG', 'R(+)PPX')]","[(68, 97), (130, 162), (180, 195), (249, 258), (294, 301)]","[(68, 97, 'CONDITION'), (249, 258, 'CONDITION')]","[(130, 162, 'DRUG'), (180, 195, 'DRUG'), (294, 301, 'DRUG')]"
111,NCT03311711,OfficialTitle+BriefSummary,"Preparation for End-of-Life Decision Making in Mild Dementia | The proposed study will adapt and pilot test an efficacious advance care planning interventions, Sharing Patient's Illness Representations to Increase Trust (SPIRIT), with patients with mild dementia and their surrogates to promote open, honest discussions while such discussions about end-of-life care are possible. Patient and surrogate decision maker dyads will participate in a single SPIRIT session and will then have a follow up phone call 2-3 days later. One year after the SPIRIT session some surrogates will be contacted to provide additional feedback about the intervention.","[(47, 60, 'CONDITION', 'Mild Dementia'), (160, 219, 'BEHAVIOURAL', ""Sharing Patient's Illness Representations to Increase Trust""), (221, 227, 'BEHAVIOURAL', 'SPIRIT'), (249, 262, 'CONDITION', 'mild dementia'), (452, 458, 'BEHAVIOURAL', 'SPIRIT'), (544, 550, 'BEHAVIOURAL', 'SPIRIT')]","[(47, 60), (160, 219), (221, 227), (249, 262), (452, 458), (544, 550)]","[(47, 60, 'CONDITION'), (249, 262, 'CONDITION')]","[(160, 219, 'BEHAVIOURAL'), (221, 227, 'BEHAVIOURAL'), (452, 458, 'BEHAVIOURAL'), (544, 550, 'BEHAVIOURAL')]"
112,NCT05589805,OfficialTitle+BriefSummary,"Comparison of the Effectiveness of Low-intensity Laser and ESWT Treatments in Carpal Tunnel Syndrome | Carpal tunnel syndrome is the most common neuropathy of the median nerve. Conservative methods are used in mild and moderate CTS in the treatment. In this study, we aimed to compare the effectiveness of low-intensity laser and ESWT treatments in patients with mild and moderate carpal tunnel syndrome diagnosed with EMG.","[(35, 54, 'OTHER', 'Low-intensity Laser'), (59, 63, 'OTHER', 'ESWT'), (78, 100, 'CONDITION', 'Carpal Tunnel Syndrome'), (103, 125, 'CONDITION', 'Carpal tunnel syndrome'), (210, 231, 'CONDITION', 'mild and moderate CTS'), (306, 325, 'OTHER', 'low-intensity laser'), (330, 334, 'OTHER', 'ESWT'), (363, 403, 'CONDITION', 'mild and moderate carpal tunnel syndrome')]","[(35, 54), (59, 63), (78, 100), (103, 125), (210, 231), (306, 325), (330, 334), (363, 403)]","[(78, 100, 'CONDITION'), (103, 125, 'CONDITION'), (210, 231, 'CONDITION'), (363, 403, 'CONDITION')]","[(35, 54, 'OTHER'), (59, 63, 'OTHER'), (306, 325, 'OTHER'), (330, 334, 'OTHER')]"
