entity_token,nct_id,evaluation,target,entity_class,predicted,model
place,NCT00101634,fp,"{""(216, 229, 'condition', 'schizophrenia')"", ""(518, 537, 'control', 'intralipid emulsion')"", ""(28, 35, 'control', 'placebo')"", ""(342, 364, 'drug', 'paliperidone palmitate')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(377, 384, 'control', 'placebo')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 457, 'control', 'placebo')""}",control,"{""(342, 343, 'drug', 'p')"", ""(216, 229, 'condition', 'schizophrenia')"", ""(343, 364, 'drug', '##aliperidone palmitate')"", ""(377, 382, 'control', 'place')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 455, 'control', 'place')"", ""(33, 35, 'control', '##bo')"", ""(28, 33, 'control', 'place')""}",biobert-v1.1
##bo,NCT00101634,fp,"{""(216, 229, 'condition', 'schizophrenia')"", ""(518, 537, 'control', 'intralipid emulsion')"", ""(28, 35, 'control', 'placebo')"", ""(342, 364, 'drug', 'paliperidone palmitate')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(377, 384, 'control', 'placebo')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 457, 'control', 'placebo')""}",control,"{""(342, 343, 'drug', 'p')"", ""(216, 229, 'condition', 'schizophrenia')"", ""(343, 364, 'drug', '##aliperidone palmitate')"", ""(377, 382, 'control', 'place')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 455, 'control', 'place')"", ""(33, 35, 'control', '##bo')"", ""(28, 33, 'control', 'place')""}",biobert-v1.1
place,NCT00101634,fp,"{""(216, 229, 'condition', 'schizophrenia')"", ""(518, 537, 'control', 'intralipid emulsion')"", ""(28, 35, 'control', 'placebo')"", ""(342, 364, 'drug', 'paliperidone palmitate')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(377, 384, 'control', 'placebo')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 457, 'control', 'placebo')""}",control,"{""(342, 343, 'drug', 'p')"", ""(216, 229, 'condition', 'schizophrenia')"", ""(343, 364, 'drug', '##aliperidone palmitate')"", ""(377, 382, 'control', 'place')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 455, 'control', 'place')"", ""(33, 35, 'control', '##bo')"", ""(28, 33, 'control', 'place')""}",biobert-v1.1
intralipid emulsion,NCT00101634,fn,"{""(216, 229, 'condition', 'schizophrenia')"", ""(518, 537, 'control', 'intralipid emulsion')"", ""(28, 35, 'control', 'placebo')"", ""(342, 364, 'drug', 'paliperidone palmitate')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(377, 384, 'control', 'placebo')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 457, 'control', 'placebo')""}",control,"{""(342, 343, 'drug', 'p')"", ""(216, 229, 'condition', 'schizophrenia')"", ""(343, 364, 'drug', '##aliperidone palmitate')"", ""(377, 382, 'control', 'place')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 455, 'control', 'place')"", ""(33, 35, 'control', '##bo')"", ""(28, 33, 'control', 'place')""}",biobert-v1.1
placebo,NCT00101634,fn,"{""(216, 229, 'condition', 'schizophrenia')"", ""(518, 537, 'control', 'intralipid emulsion')"", ""(28, 35, 'control', 'placebo')"", ""(342, 364, 'drug', 'paliperidone palmitate')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(377, 384, 'control', 'placebo')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 457, 'control', 'placebo')""}",control,"{""(342, 343, 'drug', 'p')"", ""(216, 229, 'condition', 'schizophrenia')"", ""(343, 364, 'drug', '##aliperidone palmitate')"", ""(377, 382, 'control', 'place')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 455, 'control', 'place')"", ""(33, 35, 'control', '##bo')"", ""(28, 33, 'control', 'place')""}",biobert-v1.1
paliperidone palmitate,NCT00101634,fn,"{""(216, 229, 'condition', 'schizophrenia')"", ""(518, 537, 'control', 'intralipid emulsion')"", ""(28, 35, 'control', 'placebo')"", ""(342, 364, 'drug', 'paliperidone palmitate')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(377, 384, 'control', 'placebo')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 457, 'control', 'placebo')""}",drug,"{""(342, 343, 'drug', 'p')"", ""(216, 229, 'condition', 'schizophrenia')"", ""(343, 364, 'drug', '##aliperidone palmitate')"", ""(377, 382, 'control', 'place')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 455, 'control', 'place')"", ""(33, 35, 'control', '##bo')"", ""(28, 33, 'control', 'place')""}",biobert-v1.1
placebo,NCT00101634,fn,"{""(216, 229, 'condition', 'schizophrenia')"", ""(518, 537, 'control', 'intralipid emulsion')"", ""(28, 35, 'control', 'placebo')"", ""(342, 364, 'drug', 'paliperidone palmitate')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(377, 384, 'control', 'placebo')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 457, 'control', 'placebo')""}",control,"{""(342, 343, 'drug', 'p')"", ""(216, 229, 'condition', 'schizophrenia')"", ""(343, 364, 'drug', '##aliperidone palmitate')"", ""(377, 382, 'control', 'place')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 455, 'control', 'place')"", ""(33, 35, 'control', '##bo')"", ""(28, 33, 'control', 'place')""}",biobert-v1.1
placebo,NCT00101634,fn,"{""(216, 229, 'condition', 'schizophrenia')"", ""(518, 537, 'control', 'intralipid emulsion')"", ""(28, 35, 'control', 'placebo')"", ""(342, 364, 'drug', 'paliperidone palmitate')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(377, 384, 'control', 'placebo')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 457, 'control', 'placebo')""}",control,"{""(342, 343, 'drug', 'p')"", ""(216, 229, 'condition', 'schizophrenia')"", ""(343, 364, 'drug', '##aliperidone palmitate')"", ""(377, 382, 'control', 'place')"", ""(176, 198, 'drug', 'paliperidone palmitate')"", ""(421, 434, 'condition', 'schizophrenia')"", ""(450, 455, 'control', 'place')"", ""(33, 35, 'control', '##bo')"", ""(28, 33, 'control', 'place')""}",biobert-v1.1
robotic gait training,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic gait trainers,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic gait training,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic trainer,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic training,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic trainer,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic trainers,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic walking,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic training,NCT05473676,tp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
robotic gait trainers,NCT05473676,fp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
intensive,NCT05473676,fp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
trexo,NCT05473676,fp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
nervous system disorders,NCT05473676,fp,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",condition,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
trexo robotic gait trainers,NCT05473676,fn,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",physical,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
mobility impairments,NCT05473676,fn,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(321, 341, 'condition', 'mobility impairments')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')""}",condition,"{""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(2056, 2065, 'physical', 'intensive')"", ""(345, 360, 'physical', 'robotic trainer')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(1903, 1908, 'physical', 'trexo')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(1909, 1930, 'physical', 'robotic gait trainers')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(84, 108, 'condition', 'nervous system disorders')""}",biobert-v1.1
continuous positive airway pressure,NCT01962779,tp,"{""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(537, 539, 'condition', 'ad')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(363, 377, 'condition', 'memory decline')"", ""(155, 158, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(442, 450, 'condition', 'dementia')"", ""(603, 606, 'condition', 'sdb')"", ""(633, 635, 'condition', 'ad')"", ""(562, 565, 'condition', 'sdb')"", ""(1084, 1088, 'other', 'cpap')""}",other,"{""(0, 5, 'condition', 'sleep')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(94, 112, 'condition', 'cognitively - normal')"", ""(1115, 1117, 'condition', 'ne')"", ""(1120, 1132, 'condition', '##degeneration')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(537, 539, 'condition', 'ad')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(1041, 1046, 'other', 'nasal')"", ""(730, 748, 'condition', 'cognitively normal')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(351, 377, 'condition', 'progressive memory decline')"", ""(603, 606, 'condition', 'sdb')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(1084, 1088, 'other', 'cpap')"", ""(633, 635, 'condition', 'ad')"", ""(641, 653, 'condition', '##degeneration')"", ""(562, 565, 'condition', 'sdb')""}",biobert-v1.1
