entity_token,nct_id,evaluation,target,entity_class,predicted,model
post-operative pain,NCT01751347,fn,"{""(1980, 1998, 'condition', 'post surgical pain')"", ""(19, 28, 'drug', 'lidocaine')"", ""(488, 507, 'condition', 'post-operative pain')"", ""(1828, 1839, 'drug', 'bupivacaine')"", ""(568, 577, 'drug', 'lidocaine')"", ""(1454, 1465, 'drug', 'bupivicaine')"", ""(0, 11, 'drug', 'bupivacaine')"", ""(1170, 1181, 'drug', 'bupivacaine')"", ""(1596, 1614, 'condition', 'postoperative pain')"", ""(2224, 2236, 'condition', 'chronic pain')"", ""(595, 604, 'drug', 'lidocaine')"", ""(1307, 1326, 'condition', 'post operative pain')"", ""(1478, 1496, 'condition', 'postoperative pain')"", ""(2256, 2279, 'condition', 'regional pain syndromes')"", ""(337, 359, 'condition', 'trigger finger release')"", ""(69, 81, 'condition', 'hand surgery')"", ""(856, 867, 'drug', 'bupivacaine')"", ""(1104, 1116, 'condition', 'hand surgery')"", ""(1738, 1742, 'condition', 'pain')"", ""(1353, 1362, 'drug', 'lidocaine')"", ""(296, 310, 'condition', 'hand surgeries')"", ""(2189, 2207, 'condition', 'post surgical pain')"", ""(1811, 1820, 'drug', 'lidocaine')"", ""(178, 182, 'condition', 'pain')"", ""(582, 593, 'drug', 'bupivacaine')"", ""(793, 804, 'drug', 'epinephrine')"", ""(1691, 1713, 'condition', 'trigger finger release')"", ""(824, 835, 'drug', 'epinephrine')"", ""(247, 251, 'condition', 'pain')"", ""(1882, 1900, 'condition', 'post surgical pain')""}",condition,"{""(1980, 1998, 'condition', 'post surgical pain')"", ""(19, 28, 'drug', 'lidocaine')"", ""(1492, 1496, 'condition', 'pain')"", ""(1828, 1839, 'drug', 'bupivacaine')"", ""(568, 577, 'drug', 'lidocaine')"", ""(1454, 1465, 'drug', 'bupivicaine')"", ""(0, 11, 'drug', 'bupivacaine')"", ""(320, 336, 'condition', 'carpal tunnel or')"", ""(1170, 1181, 'drug', 'bupivacaine')"", ""(296, 300, 'condition', 'hand')"", ""(1596, 1614, 'condition', 'postoperative pain')"", ""(2224, 2236, 'condition', 'chronic pain')"", ""(595, 604, 'drug', 'lidocaine')"", ""(1307, 1326, 'condition', 'post operative pain')"", ""(126, 131, 'drug', 'local')"", ""(1109, 1116, 'condition', 'surgery')"", ""(2256, 2279, 'condition', 'regional pain syndromes')"", ""(337, 359, 'condition', 'trigger finger release')"", ""(488, 507, 'condition', 'post - operative pain')"", ""(69, 81, 'condition', 'hand surgery')"", ""(856, 867, 'drug', 'bupivacaine')"", ""(1962, 1979, 'condition', 'poorly controlled')"", ""(1738, 1742, 'condition', 'pain')"", ""(1353, 1362, 'drug', 'lidocaine')"", ""(2189, 2207, 'condition', 'post surgical pain')"", ""(1811, 1820, 'drug', 'lidocaine')"", ""(1666, 1687, 'condition', 'carpal tunnel release')"", ""(178, 182, 'condition', 'pain')"", ""(582, 593, 'drug', 'bupivacaine')"", ""(1271, 1280, 'condition', 'surgeries')"", ""(1691, 1713, 'condition', 'trigger finger release')"", ""(247, 251, 'condition', 'pain')"", ""(1882, 1900, 'condition', 'post surgical pain')""}",BioLinkBERT-base
hand surgery,NCT01751347,fn,"{""(1980, 1998, 'condition', 'post surgical pain')"", ""(19, 28, 'drug', 'lidocaine')"", ""(488, 507, 'condition', 'post-operative pain')"", ""(1828, 1839, 'drug', 'bupivacaine')"", ""(568, 577, 'drug', 'lidocaine')"", ""(1454, 1465, 'drug', 'bupivicaine')"", ""(0, 11, 'drug', 'bupivacaine')"", ""(1170, 1181, 'drug', 'bupivacaine')"", ""(1596, 1614, 'condition', 'postoperative pain')"", ""(2224, 2236, 'condition', 'chronic pain')"", ""(595, 604, 'drug', 'lidocaine')"", ""(1307, 1326, 'condition', 'post operative pain')"", ""(1478, 1496, 'condition', 'postoperative pain')"", ""(2256, 2279, 'condition', 'regional pain syndromes')"", ""(337, 359, 'condition', 'trigger finger release')"", ""(69, 81, 'condition', 'hand surgery')"", ""(856, 867, 'drug', 'bupivacaine')"", ""(1104, 1116, 'condition', 'hand surgery')"", ""(1738, 1742, 'condition', 'pain')"", ""(1353, 1362, 'drug', 'lidocaine')"", ""(296, 310, 'condition', 'hand surgeries')"", ""(2189, 2207, 'condition', 'post surgical pain')"", ""(1811, 1820, 'drug', 'lidocaine')"", ""(178, 182, 'condition', 'pain')"", ""(582, 593, 'drug', 'bupivacaine')"", ""(793, 804, 'drug', 'epinephrine')"", ""(1691, 1713, 'condition', 'trigger finger release')"", ""(824, 835, 'drug', 'epinephrine')"", ""(247, 251, 'condition', 'pain')"", ""(1882, 1900, 'condition', 'post surgical pain')""}",condition,"{""(1980, 1998, 'condition', 'post surgical pain')"", ""(19, 28, 'drug', 'lidocaine')"", ""(1492, 1496, 'condition', 'pain')"", ""(1828, 1839, 'drug', 'bupivacaine')"", ""(568, 577, 'drug', 'lidocaine')"", ""(1454, 1465, 'drug', 'bupivicaine')"", ""(0, 11, 'drug', 'bupivacaine')"", ""(320, 336, 'condition', 'carpal tunnel or')"", ""(1170, 1181, 'drug', 'bupivacaine')"", ""(296, 300, 'condition', 'hand')"", ""(1596, 1614, 'condition', 'postoperative pain')"", ""(2224, 2236, 'condition', 'chronic pain')"", ""(595, 604, 'drug', 'lidocaine')"", ""(1307, 1326, 'condition', 'post operative pain')"", ""(126, 131, 'drug', 'local')"", ""(1109, 1116, 'condition', 'surgery')"", ""(2256, 2279, 'condition', 'regional pain syndromes')"", ""(337, 359, 'condition', 'trigger finger release')"", ""(488, 507, 'condition', 'post - operative pain')"", ""(69, 81, 'condition', 'hand surgery')"", ""(856, 867, 'drug', 'bupivacaine')"", ""(1962, 1979, 'condition', 'poorly controlled')"", ""(1738, 1742, 'condition', 'pain')"", ""(1353, 1362, 'drug', 'lidocaine')"", ""(2189, 2207, 'condition', 'post surgical pain')"", ""(1811, 1820, 'drug', 'lidocaine')"", ""(1666, 1687, 'condition', 'carpal tunnel release')"", ""(178, 182, 'condition', 'pain')"", ""(582, 593, 'drug', 'bupivacaine')"", ""(1271, 1280, 'condition', 'surgeries')"", ""(1691, 1713, 'condition', 'trigger finger release')"", ""(247, 251, 'condition', 'pain')"", ""(1882, 1900, 'condition', 'post surgical pain')""}",BioLinkBERT-base
epinephrine,NCT01751347,fn,"{""(1980, 1998, 'condition', 'post surgical pain')"", ""(19, 28, 'drug', 'lidocaine')"", ""(488, 507, 'condition', 'post-operative pain')"", ""(1828, 1839, 'drug', 'bupivacaine')"", ""(568, 577, 'drug', 'lidocaine')"", ""(1454, 1465, 'drug', 'bupivicaine')"", ""(0, 11, 'drug', 'bupivacaine')"", ""(1170, 1181, 'drug', 'bupivacaine')"", ""(1596, 1614, 'condition', 'postoperative pain')"", ""(2224, 2236, 'condition', 'chronic pain')"", ""(595, 604, 'drug', 'lidocaine')"", ""(1307, 1326, 'condition', 'post operative pain')"", ""(1478, 1496, 'condition', 'postoperative pain')"", ""(2256, 2279, 'condition', 'regional pain syndromes')"", ""(337, 359, 'condition', 'trigger finger release')"", ""(69, 81, 'condition', 'hand surgery')"", ""(856, 867, 'drug', 'bupivacaine')"", ""(1104, 1116, 'condition', 'hand surgery')"", ""(1738, 1742, 'condition', 'pain')"", ""(1353, 1362, 'drug', 'lidocaine')"", ""(296, 310, 'condition', 'hand surgeries')"", ""(2189, 2207, 'condition', 'post surgical pain')"", ""(1811, 1820, 'drug', 'lidocaine')"", ""(178, 182, 'condition', 'pain')"", ""(582, 593, 'drug', 'bupivacaine')"", ""(793, 804, 'drug', 'epinephrine')"", ""(1691, 1713, 'condition', 'trigger finger release')"", ""(824, 835, 'drug', 'epinephrine')"", ""(247, 251, 'condition', 'pain')"", ""(1882, 1900, 'condition', 'post surgical pain')""}",drug,"{""(1980, 1998, 'condition', 'post surgical pain')"", ""(19, 28, 'drug', 'lidocaine')"", ""(1492, 1496, 'condition', 'pain')"", ""(1828, 1839, 'drug', 'bupivacaine')"", ""(568, 577, 'drug', 'lidocaine')"", ""(1454, 1465, 'drug', 'bupivicaine')"", ""(0, 11, 'drug', 'bupivacaine')"", ""(320, 336, 'condition', 'carpal tunnel or')"", ""(1170, 1181, 'drug', 'bupivacaine')"", ""(296, 300, 'condition', 'hand')"", ""(1596, 1614, 'condition', 'postoperative pain')"", ""(2224, 2236, 'condition', 'chronic pain')"", ""(595, 604, 'drug', 'lidocaine')"", ""(1307, 1326, 'condition', 'post operative pain')"", ""(126, 131, 'drug', 'local')"", ""(1109, 1116, 'condition', 'surgery')"", ""(2256, 2279, 'condition', 'regional pain syndromes')"", ""(337, 359, 'condition', 'trigger finger release')"", ""(488, 507, 'condition', 'post - operative pain')"", ""(69, 81, 'condition', 'hand surgery')"", ""(856, 867, 'drug', 'bupivacaine')"", ""(1962, 1979, 'condition', 'poorly controlled')"", ""(1738, 1742, 'condition', 'pain')"", ""(1353, 1362, 'drug', 'lidocaine')"", ""(2189, 2207, 'condition', 'post surgical pain')"", ""(1811, 1820, 'drug', 'lidocaine')"", ""(1666, 1687, 'condition', 'carpal tunnel release')"", ""(178, 182, 'condition', 'pain')"", ""(582, 593, 'drug', 'bupivacaine')"", ""(1271, 1280, 'condition', 'surgeries')"", ""(1691, 1713, 'condition', 'trigger finger release')"", ""(247, 251, 'condition', 'pain')"", ""(1882, 1900, 'condition', 'post surgical pain')""}",BioLinkBERT-base
hand surgeries,NCT01751347,fn,"{""(1980, 1998, 'condition', 'post surgical pain')"", ""(19, 28, 'drug', 'lidocaine')"", ""(488, 507, 'condition', 'post-operative pain')"", ""(1828, 1839, 'drug', 'bupivacaine')"", ""(568, 577, 'drug', 'lidocaine')"", ""(1454, 1465, 'drug', 'bupivicaine')"", ""(0, 11, 'drug', 'bupivacaine')"", ""(1170, 1181, 'drug', 'bupivacaine')"", ""(1596, 1614, 'condition', 'postoperative pain')"", ""(2224, 2236, 'condition', 'chronic pain')"", ""(595, 604, 'drug', 'lidocaine')"", ""(1307, 1326, 'condition', 'post operative pain')"", ""(1478, 1496, 'condition', 'postoperative pain')"", ""(2256, 2279, 'condition', 'regional pain syndromes')"", ""(337, 359, 'condition', 'trigger finger release')"", ""(69, 81, 'condition', 'hand surgery')"", ""(856, 867, 'drug', 'bupivacaine')"", ""(1104, 1116, 'condition', 'hand surgery')"", ""(1738, 1742, 'condition', 'pain')"", ""(1353, 1362, 'drug', 'lidocaine')"", ""(296, 310, 'condition', 'hand surgeries')"", ""(2189, 2207, 'condition', 'post surgical pain')"", ""(1811, 1820, 'drug', 'lidocaine')"", ""(178, 182, 'condition', 'pain')"", ""(582, 593, 'drug', 'bupivacaine')"", ""(793, 804, 'drug', 'epinephrine')"", ""(1691, 1713, 'condition', 'trigger finger release')"", ""(824, 835, 'drug', 'epinephrine')"", ""(247, 251, 'condition', 'pain')"", ""(1882, 1900, 'condition', 'post surgical pain')""}",condition,"{""(1980, 1998, 'condition', 'post surgical pain')"", ""(19, 28, 'drug', 'lidocaine')"", ""(1492, 1496, 'condition', 'pain')"", ""(1828, 1839, 'drug', 'bupivacaine')"", ""(568, 577, 'drug', 'lidocaine')"", ""(1454, 1465, 'drug', 'bupivicaine')"", ""(0, 11, 'drug', 'bupivacaine')"", ""(320, 336, 'condition', 'carpal tunnel or')"", ""(1170, 1181, 'drug', 'bupivacaine')"", ""(296, 300, 'condition', 'hand')"", ""(1596, 1614, 'condition', 'postoperative pain')"", ""(2224, 2236, 'condition', 'chronic pain')"", ""(595, 604, 'drug', 'lidocaine')"", ""(1307, 1326, 'condition', 'post operative pain')"", ""(126, 131, 'drug', 'local')"", ""(1109, 1116, 'condition', 'surgery')"", ""(2256, 2279, 'condition', 'regional pain syndromes')"", ""(337, 359, 'condition', 'trigger finger release')"", ""(488, 507, 'condition', 'post - operative pain')"", ""(69, 81, 'condition', 'hand surgery')"", ""(856, 867, 'drug', 'bupivacaine')"", ""(1962, 1979, 'condition', 'poorly controlled')"", ""(1738, 1742, 'condition', 'pain')"", ""(1353, 1362, 'drug', 'lidocaine')"", ""(2189, 2207, 'condition', 'post surgical pain')"", ""(1811, 1820, 'drug', 'lidocaine')"", ""(1666, 1687, 'condition', 'carpal tunnel release')"", ""(178, 182, 'condition', 'pain')"", ""(582, 593, 'drug', 'bupivacaine')"", ""(1271, 1280, 'condition', 'surgeries')"", ""(1691, 1713, 'condition', 'trigger finger release')"", ""(247, 251, 'condition', 'pain')"", ""(1882, 1900, 'condition', 'post surgical pain')""}",BioLinkBERT-base
urinary tract infection,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",condition,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
antibiotics,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",drug,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
sap,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",condition,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
sap,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",condition,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
propranolol,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",drug,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
stroke,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",condition,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
propranolol,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",drug,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
sap,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",condition,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
stroke,NCT05375240,tp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",condition,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
adrenergic β - receptor blocker,NCT05375240,fp,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(161, 188, 'condition', 'stroke-associated pneumonia')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(121, 130, 'condition', 'pneumonia')"", ""(423, 434, 'condition', 'post-stroke')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(435, 452, 'condition', 'immunosuppression')"", ""(523, 552, 'drug', 'adrenergic β-receptor blocker')"", ""(363, 375, 'condition', 'brain injury')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(351, 362, 'condition', 'post-stroke')"", ""(103, 109, 'condition', 'stroke')"", ""(14, 19, 'control', 'blank')"", ""(190, 193, 'condition', 'sap')"", ""(271, 277, 'condition', 'stroke')""}",drug,"{""(135, 158, 'condition', 'urinary tract infection')"", ""(598, 609, 'drug', 'antibiotics')"", ""(623, 626, 'condition', 'sap')"", ""(523, 552, 'drug', 'adrenergic β - receptor blocker')"", ""(79, 90, 'drug', 'propranolol')"", ""(457, 460, 'condition', 'sap')"", ""(630, 636, 'condition', 'stroke')"", ""(554, 565, 'drug', 'propranolol')"", ""(423, 434, 'condition', 'post - stroke')"", ""(351, 362, 'condition', 'post - stroke')"", ""(190, 193, 'condition', 'sap')"", ""(161, 188, 'condition', 'stroke - associated pneumonia')"", ""(103, 130, 'condition', 'stroke associated pneumonia')"", ""(271, 277, 'condition', 'stroke')""}",BioLinkBERT-base
