entity_token,nct_id,evaluation,target,entity_class,predicted,model
robotic training,NCT05473676,tp,"{""(321, 341, 'condition', 'mobility impairments')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",physical,"{""(84, 108, 'condition', 'nervous system disorders')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",bert-base-uncased
robotic gait training,NCT05473676,tp,"{""(321, 341, 'condition', 'mobility impairments')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",physical,"{""(84, 108, 'condition', 'nervous system disorders')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",bert-base-uncased
robotic gait training,NCT05473676,tp,"{""(321, 341, 'condition', 'mobility impairments')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",physical,"{""(84, 108, 'condition', 'nervous system disorders')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",bert-base-uncased
robotic gait trainers,NCT05473676,tp,"{""(321, 341, 'condition', 'mobility impairments')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",physical,"{""(84, 108, 'condition', 'nervous system disorders')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",bert-base-uncased
robotic trainer,NCT05473676,tp,"{""(321, 341, 'condition', 'mobility impairments')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",physical,"{""(84, 108, 'condition', 'nervous system disorders')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",bert-base-uncased
robotic trainer,NCT05473676,tp,"{""(321, 341, 'condition', 'mobility impairments')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",physical,"{""(84, 108, 'condition', 'nervous system disorders')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",bert-base-uncased
nervous system disorders,NCT05473676,fp,"{""(321, 341, 'condition', 'mobility impairments')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",condition,"{""(84, 108, 'condition', 'nervous system disorders')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",bert-base-uncased
mobility impairments,NCT05473676,fn,"{""(321, 341, 'condition', 'mobility impairments')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",condition,"{""(84, 108, 'condition', 'nervous system disorders')"", ""(0, 15, 'physical', 'robotic walking')"", ""(1158, 1174, 'physical', 'robotic training')"", ""(587, 603, 'physical', 'robotic trainers')"", ""(1903, 1930, 'physical', 'trexo robotic gait trainers')"", ""(2344, 2360, 'physical', 'robotic training')"", ""(2066, 2087, 'physical', 'robotic gait training')"", ""(1544, 1565, 'physical', 'robotic gait training')"", ""(1867, 1888, 'physical', 'robotic gait trainers')"", ""(1024, 1039, 'physical', 'robotic trainer')"", ""(345, 360, 'physical', 'robotic trainer')""}",bert-base-uncased
sdb,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
sleep disordered breathing,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
sdb,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
sdb,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
dementia,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
ad,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
ad,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
cognitive decline,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
sdb,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
cpap,NCT01962779,tp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",other,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
nasal continuous positive airway pressure,NCT01962779,fp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",other,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
alzheimer ' s disease,NCT01962779,fp,"{'(26, 45, \'condition\', ""alzheimer\'s disease"")', ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", '(516, 535, \'condition\', ""alzheimer\'s disease"")', ""(562, 565, 'condition', 'sdb')"", ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1047, 1082, 'other', 'continuous positive airway pressure')"", ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(363, 377, 'condition', 'memory decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",condition,"{""(1041, 1082, 'other', 'nasal continuous positive airway pressure')"", ""(808, 811, 'condition', 'sdb')"", ""(127, 153, 'condition', 'sleep disordered breathing')"", ""(562, 565, 'condition', 'sdb')"", '(26, 45, \'condition\', ""alzheimer \' s disease"")', ""(155, 158, 'condition', 'sdb')"", ""(442, 450, 'condition', 'dementia')"", ""(1115, 1117, 'condition', 'ne')"", '(516, 535, \'condition\', ""alzheimer \' s disease"")', ""(537, 539, 'condition', 'ad')"", ""(633, 635, 'condition', 'ad')"", ""(816, 833, 'condition', 'cognitive decline')"", ""(1084, 1088, 'other', 'cpap')"", ""(1093, 1110, 'condition', 'cognitive decline')"", ""(603, 606, 'condition', 'sdb')""}",bert-base-uncased
