,nct_id,canonical_unique_conditions,canonical_aact_conditions,canonical_BioLinkBERT-base_conditions,canonical_biobert-v1.1_conditions,canonical_gpt_conditions,canonical_gpt-4_conditions,eval_exact_match_BioLinkBERT-base,eval_exact_match_BioLinkBERT-base_tp_fp_fn,eval_exact_match_biobert-v1.1,eval_exact_match_biobert-v1.1_tp_fp_fn,eval_exact_match_gpt,eval_exact_match_gpt_tp_fp_fn,eval_exact_match_gpt-4,eval_exact_match_gpt-4_tp_fp_fn,eval_exact_match_aact,eval_exact_match_aact_tp_fp_fn,eval_majority_BioLinkBERT-base,eval_majority_BioLinkBERT-base_tp_fp_fn,eval_majority_biobert-v1.1,eval_majority_biobert-v1.1_tp_fp_fn,eval_majority_gpt,eval_majority_gpt_tp_fp_fn,eval_majority_gpt-4,eval_majority_gpt-4_tp_fp_fn,eval_majority_aact,eval_majority_aact_tp_fp_fn
10,NCT01475578,"dementia, vascular|marrow-sea deficiency","dementia, vascular","dementia, vascular|marrow-sea deficiency","dementia, vascular|marrow-sea deficiency","dementia, vascular|marrow-sea deficiency","dementia, vascular|marrow-sea deficiency","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}"
11,NCT02029547,,alzheimer disease,,,,,"{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}"
12,NCT02914951,intellectual disability|autism spectrum disorders|autism spectrum disorder|disruptive behavior,autism|intellectual disability,autism spectrum disorders|autism spectrum disorder|intellectual disability|disruptive behavior|irritability,intellectual disability|autism spectrum disorders|autism spectrum disorder|disruptive behavior,irritability|tantrums|noncompliance|aggression,autism spectrum disorder|irritability|tantrums|noncompliance|aggression|disruptive behavior|social perception|emotion regulation,"{'p': 0.8, 'r': 1.0, 'f1': 0.89}","{'tp': 4, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 4, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 4, 'fn': 4}","{'p': 0.25, 'r': 0.5, 'f1': 0.33}","{'tp': 2, 'fp': 6, 'fn': 2}","{'p': 0.5, 'r': 0.25, 'f1': 0.33}","{'tp': 1, 'fp': 1, 'fn': 3}","{'p': 0.8, 'r': 1.0, 'f1': 0.89}","{'tp': 4, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 4, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 4, 'fn': 4}","{'p': 0.33, 'r': 0.75, 'f1': 0.46}","{'tp': 3, 'fp': 6, 'fn': 1}","{'p': 0.5, 'r': 0.25, 'f1': 0.33}","{'tp': 1, 'fp': 1, 'fn': 3}"
13,NCT02645942,"sleep apnea, obstructive|osa","sleep apnea, obstructive","sleep apnea, obstructive|cardio-metabolic risk|osa","sleep apnea, obstructive|osa",,"sleep apnea, obstructive","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}"
14,NCT05709210,memory complaint|alzheimer disease|mild cognitive decline,alzheimer disease|memory disorders,alzheimer disease|memory complaint|mild cognitive decline,alzheimer disease|memory complaint|mild cognitive decline,alzheimer disease|memory complaint|mild cognitive decline,alzheimer disease|memory complaint|mild cognitive decline,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}"
15,NCT00201461,"ischemic attack, transient|recurrent embolic stroke|pfo|paradoxical embolism|patent foramen ovale|stroke","ischemic attack, transient|patent foramen ovale|stroke","ischemic attack, transient|recurrent embolic stroke|pfo|paradoxical embolism|patent foramen ovale|stroke","stroke|recurrent embolic stroke|oval|pfo|paradoxical embolism|pre|ischemic attack, transient|patent for","paradoxical embolism|stroke|ischemic attack, transient|patent foramen ovale|recurrent embolic stroke|tia|mortality|pfo","stroke|ischemic attack, transient|paradoxical embolism|patent foramen ovale|recurrent embolic stroke","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 6, 'fp': 0, 'fn': 0}","{'p': 0.62, 'r': 0.83, 'f1': 0.71}","{'tp': 5, 'fp': 3, 'fn': 1}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 6, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 0.83, 'f1': 0.91}","{'tp': 5, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 3, 'fp': 0, 'fn': 3}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 6, 'fp': 0, 'fn': 0}","{'p': 0.62, 'r': 0.83, 'f1': 0.71}","{'tp': 5, 'fp': 3, 'fn': 1}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 6, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 0.83, 'f1': 0.91}","{'tp': 5, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 3, 'fp': 0, 'fn': 3}"
16,NCT04610879,"epilepsy, rolandic|epilepsy|seizures","epilepsy, rolandic","epilepsy, rolandic|epilepsy|seizures","epilepsy, rolandic|seizures|epilepsy|seizures","epilepsy, rolandic|seizures|learning|sleep|behaviour|self-esteem|mood","epilepsy, rolandic|seizures|affected learning|affected sleep|affected behaviour|affected self-esteem|affected mood","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.29, 'r': 0.67, 'f1': 0.4}","{'tp': 2, 'fp': 5, 'fn': 1}","{'p': 0.29, 'r': 0.67, 'f1': 0.4}","{'tp': 2, 'fp': 5, 'fn': 1}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.29, 'r': 0.67, 'f1': 0.4}","{'tp': 2, 'fp': 5, 'fn': 1}","{'p': 0.29, 'r': 0.67, 'f1': 0.4}","{'tp': 2, 'fp': 5, 'fn': 1}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}"
17,NCT05220072,,parkinson disease,,,,,"{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}"
18,NCT01751347,post operative pain|regional pain syndromes|postoperative pain|post-operative pain|trigger finger release|hand surgery|post surgical pain|hand surgeries|chronic pain|pain,carpal tunnel syndrome|trigger finger,post operative pain|poorly controlled|regional pain syndromes|post-operative pain|carpal tunnel or|hand|carpal tunnel release|surgery|postoperative pain|trigger finger release|hand surgery|post surgical pain|chronic pain|pain|surgeries,post operative pain|poorly controlled|elective outpatient hand surgery|carpal tunnel or|post-operative pain|surgery|postoperative pain|complex regional pain syndromes|trigger finger release|post surgical pain|elective outpatient hand surgeries|chronic pain|elective carpal tunnel release|pain|surge,carpal tunnel release|trigger finger release|postoperative pain|pain medications|incision site|lidocaine|bupivacaine|surgical pain|surgery-related complications|health care costs|mobility|functional recovery|chronic pain|complex regional pain syndromes,carpal tunnel syndrome|trigger finger|postoperative pain|chronic pain|complex regional pain syndromes,"{'p': 0.6, 'r': 0.9, 'f1': 0.72}","{'tp': 9, 'fp': 6, 'fn': 1}","{'p': 0.47, 'r': 0.7, 'f1': 0.56}","{'tp': 7, 'fp': 8, 'fn': 3}","{'p': 0.21, 'r': 0.3, 'f1': 0.25}","{'tp': 3, 'fp': 11, 'fn': 7}","{'p': 0.4, 'r': 0.2, 'f1': 0.27}","{'tp': 2, 'fp': 3, 'fn': 8}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 10}","{'p': 0.6, 'r': 0.9, 'f1': 0.72}","{'tp': 9, 'fp': 6, 'fn': 1}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 10, 'fp': 5, 'fn': 0}","{'p': 0.43, 'r': 0.6, 'f1': 0.5}","{'tp': 6, 'fp': 8, 'fn': 4}","{'p': 0.83, 'r': 0.5, 'f1': 0.62}","{'tp': 5, 'fp': 1, 'fn': 5}","{'p': 0.5, 'r': 0.1, 'f1': 0.17}","{'tp': 1, 'fp': 1, 'fn': 9}"
19,NCT05375240,post-stroke|immunosuppression|pneumonia|stroke-associated pneumonia|brain injuries|stroke|urinary tract infection,beta blocker|brain diseases|cardiovascular diseases|central nervous system diseases|cerebrovascular disorders|immunologic factors|ischemic stroke|molecular mechanisms of pharmacological action|nervous system diseases|physiological effects of drugs|propranolol|stroke,stroke associated pneumonia|stroke-associated pneumonia|post-stroke|stroke-associated pneumonia|stroke|urinary tract infection,stroke associated pneumonia|post-stroke brain injury|stroke-associated pneumonia|post-stroke|stroke-associated pneumonia|stroke|urinary tract infection,stroke-associated pneumonia|urinary tract infection,stroke-associated pneumonia|urinary tract infection|post-stroke immunosuppression|post-stroke brain injury,"{'p': 0.8, 'r': 0.57, 'f1': 0.67}","{'tp': 4, 'fp': 1, 'fn': 3}","{'p': 0.67, 'r': 0.57, 'f1': 0.62}","{'tp': 4, 'fp': 2, 'fn': 3}","{'p': 1.0, 'r': 0.29, 'f1': 0.44}","{'tp': 2, 'fp': 0, 'fn': 5}","{'p': 0.5, 'r': 0.29, 'f1': 0.36}","{'tp': 2, 'fp': 2, 'fn': 5}","{'p': 0.08, 'r': 0.14, 'f1': 0.11}","{'tp': 1, 'fp': 11, 'fn': 6}","{'p': 1.0, 'r': 0.71, 'f1': 0.83}","{'tp': 5, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 0.71, 'f1': 0.83}","{'tp': 5, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 0.43, 'f1': 0.6}","{'tp': 3, 'fp': 0, 'fn': 4}","{'p': 1.0, 'r': 0.71, 'f1': 0.83}","{'tp': 5, 'fp': 0, 'fn': 2}","{'p': 0.09, 'r': 0.14, 'f1': 0.11}","{'tp': 1, 'fp': 10, 'fn': 6}"
20,NCT03546517,chronic cerebral vascular accident|chronic stroke|spasticity|hypertonia|cerebral vascular accident|stroke|muscle stiffness,spasticity|stroke,chronic cerebral vascular accident|chronic stroke|spasticity|cerebral vascular accident|haemorrhagic or ischemic cva|stroke,chronic cerebral vascular accident|spastic|chronic stroke|stiff|cerebral vascular accident|haemorrhagic or ischemic cva|stroke,spasticity|muscle stiffness|upper limb function,chronic stroke|spasticity|muscle stiffness|upper limb function impairment|haemorrhagic cva|ischemic cva,"{'p': 0.83, 'r': 0.71, 'f1': 0.77}","{'tp': 5, 'fp': 1, 'fn': 2}","{'p': 0.57, 'r': 0.57, 'f1': 0.57}","{'tp': 4, 'fp': 3, 'fn': 3}","{'p': 0.67, 'r': 0.29, 'f1': 0.4}","{'tp': 2, 'fp': 1, 'fn': 5}","{'p': 0.5, 'r': 0.43, 'f1': 0.46}","{'tp': 3, 'fp': 3, 'fn': 4}","{'p': 1.0, 'r': 0.29, 'f1': 0.44}","{'tp': 2, 'fp': 0, 'fn': 5}","{'p': 0.83, 'r': 0.71, 'f1': 0.77}","{'tp': 5, 'fp': 1, 'fn': 2}","{'p': 0.57, 'r': 0.57, 'f1': 0.57}","{'tp': 4, 'fp': 3, 'fn': 3}","{'p': 0.67, 'r': 0.29, 'f1': 0.4}","{'tp': 2, 'fp': 1, 'fn': 5}","{'p': 0.57, 'r': 0.57, 'f1': 0.57}","{'tp': 4, 'fp': 3, 'fn': 3}","{'p': 1.0, 'r': 0.29, 'f1': 0.44}","{'tp': 2, 'fp': 0, 'fn': 5}"
21,NCT04433377,hemiplegic|poststroke|shoulder pain|hemiplegia|pain,hemiplegia|pain,poststroke|hemiplegic shoulder pain|shoulder pain|hemiplegia|pain,hemiplegia|pain|hemiplegic shoulder pain|shoulder pain,hemiplegic shoulder pain|range of motion|hand function|limited daily life activity|decreased quality of life.,hemiplegic shoulder pain|range of motion|hand function|quality of life,"{'p': 0.8, 'r': 0.8, 'f1': 0.8}","{'tp': 4, 'fp': 1, 'fn': 1}","{'p': 0.75, 'r': 0.6, 'f1': 0.67}","{'tp': 3, 'fp': 1, 'fn': 2}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 5, 'fn': 5}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 4, 'fn': 5}","{'p': 1.0, 'r': 0.4, 'f1': 0.57}","{'tp': 2, 'fp': 0, 'fn': 3}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 5, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.8, 'f1': 0.89}","{'tp': 4, 'fp': 0, 'fn': 1}","{'p': 0.43, 'r': 0.6, 'f1': 0.5}","{'tp': 3, 'fp': 4, 'fn': 2}","{'p': 0.5, 'r': 0.6, 'f1': 0.55}","{'tp': 3, 'fp': 3, 'fn': 2}","{'p': 1.0, 'r': 0.4, 'f1': 0.57}","{'tp': 2, 'fp': 0, 'fn': 3}"
22,NCT05669885,headache|migraine|migraine disorders|persistent post-traumatic headache|post-traumatic headache|mild traumatic brain injury,post-traumatic headache,persistent post-traumatic headache|mtbi|post-traumatic headache|migraine-like headache|post-traumatic headache|mild traumatic brain injury,persistent post-traumatic headache|post-traumatic headache|migraine-like headache|post-traumatic headache|mild traumatic brain injury,migraine-like headache|persistent post-traumatic headache,post-traumatic headache|migraine-like headache|persistent post-traumatic headache|mild traumatic brain injury,"{'p': 0.6, 'r': 0.5, 'f1': 0.55}","{'tp': 3, 'fp': 2, 'fn': 3}","{'p': 0.75, 'r': 0.5, 'f1': 0.6}","{'tp': 3, 'fp': 1, 'fn': 3}","{'p': 0.5, 'r': 0.17, 'f1': 0.25}","{'tp': 1, 'fp': 1, 'fn': 5}","{'p': 0.75, 'r': 0.5, 'f1': 0.6}","{'tp': 3, 'fp': 1, 'fn': 3}","{'p': 1.0, 'r': 0.17, 'f1': 0.29}","{'tp': 1, 'fp': 0, 'fn': 5}","{'p': 0.8, 'r': 0.67, 'f1': 0.73}","{'tp': 4, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 4, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 3, 'fp': 0, 'fn': 3}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 4, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 3, 'fp': 0, 'fn': 3}"
23,NCT00101634,schizophrenia,schizophrenia,schizophrenia,schizophrenia,schizophrenia|symptoms of schizophrenia,schizophrenia|symptoms of schizophrenia,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
24,NCT05473676,mobility impairments,brain injuries|cerebral palsy|mobility limitation|spinal dysraphism|spina bifida|spinal cord injuries,nervous system disorders|impairments|cannot walk|difficulty walking on|cannot walk independently,nervous system disorders,nervous system disorders|difficulty walking|mobility impairments|head control|independence in transfers|sleep|bowel habits|significant disabilities|robotic gait training|trexo robotic gait trainers|feasibility|impacts|intensive robotic gait training|people who cannot walk independently|assessments|training intervention|wide range of feasibility considerations|impacts from robotic training,nervous system disorders|difficulty walking|physical inactivity|mobility impairments|impaired head control|impeded independence in transfers|impaired sleep habits|impaired bowel habits,"{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 5, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.06, 'r': 1.0, 'f1': 0.11}","{'tp': 1, 'fp': 17, 'fn': 0}","{'p': 0.12, 'r': 1.0, 'f1': 0.22}","{'tp': 1, 'fp': 7, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 6, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 5, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.06, 'r': 1.0, 'f1': 0.11}","{'tp': 1, 'fp': 17, 'fn': 0}","{'p': 0.12, 'r': 1.0, 'f1': 0.22}","{'tp': 1, 'fp': 7, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 6, 'fn': 1}"
25,NCT01962779,sleep disordered breathing|cognitive decline|dementia|memory decline|alzheimer disease,alzheimer disease|sleep disordered breathing,alzheimer disease|sleep disordered breathing|memory decline|dementia|cognitive decline|alzheimer disease,cognitively-normal|alzheimer disease|sleep|sleep disordered breathing|dementia|progressive memory decline|cognitive decline|cognitively normal,sleep disordered breathing,sleep disordered breathing|cognitive decline|neurodegeneration,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 5, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.8, 'f1': 0.62}","{'tp': 4, 'fp': 4, 'fn': 1}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}","{'p': 0.67, 'r': 0.4, 'f1': 0.5}","{'tp': 2, 'fp': 1, 'fn': 3}","{'p': 1.0, 'r': 0.4, 'f1': 0.57}","{'tp': 2, 'fp': 0, 'fn': 3}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 5, 'fp': 0, 'fn': 0}","{'p': 0.62, 'r': 1.0, 'f1': 0.77}","{'tp': 5, 'fp': 3, 'fn': 0}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}","{'p': 0.67, 'r': 0.4, 'f1': 0.5}","{'tp': 2, 'fp': 1, 'fn': 3}","{'p': 1.0, 'r': 0.4, 'f1': 0.57}","{'tp': 2, 'fp': 0, 'fn': 3}"
26,NCT03714217,spinal cord injuries|sci,obesity|spinal cord injuries,spinal cord injuries|sci,spinal cord injuries|sci,,spinal cord injuries|weight management,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}"
27,NCT00822198,peripheral nervous system diseases,peripheral nervous system diseases,peripheral nervous system diseases,peripheral nervous system diseases,peripheral nervous system diseases,peripheral nervous system diseases,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
28,NCT02647242,pd|parkinson disease,parkinson disease,parkinson disease|pd,parkinson disease,parkinson disease|spatio-temporal gait parameters|motivation|gait auto-rehabilitation program|beathealth device|auditory cueing|observance|falls|pain|fatigability|efficacy|balance|quality of life,parkinson disease|limited daily physical activity|spatio-temporal gait parameters|falls|pain|fatigability|balance|quality of life,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.08, 'r': 0.5, 'f1': 0.13}","{'tp': 1, 'fp': 12, 'fn': 1}","{'p': 0.12, 'r': 0.5, 'f1': 0.2}","{'tp': 1, 'fp': 7, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.08, 'r': 0.5, 'f1': 0.13}","{'tp': 1, 'fp': 12, 'fn': 1}","{'p': 0.12, 'r': 0.5, 'f1': 0.2}","{'tp': 1, 'fp': 7, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}"
