"nct_id","start_date","completion_date","phase","official_title","description","condition_name","intervention_type","intervention_name"
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Traumatic Brain Injury,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Insomnia,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Depression,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Post-traumatic Stress,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Sleep,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Memory Impairment,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Cognitive Behavioral Therapy,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).","Concussion, Brain",Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Head Injury,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT05663034,2023-07-31,2026-09-30,Not Applicable,CoMBat Insomnia: A Randomized Controlled Trial of Cognitive-Behavioral vs. Mindfulness-Based Treatment for TBI-Related Insomnia and Post-Traumatic Stress Symptoms,"This study is a prospective two-arm, single blind randomized controlled trial design to compare the clinical effectiveness of telemedicine-delivered, 6-session, standardized cognitive behavioral therapy for insomnia (CBT-I) and mindfulness-based treatment for insomnia (MBTI) in treating insomnia symptoms and ameliorating depressive symptoms in persons with mild to moderate TBI and comorbid Post-Traumatic Stress Symptoms (PTSS) and insomnia symptoms in a 360 patients. Participants will undergo assessment (psychosocial questionnaires, neurocognitive testing, sleep monitoring) at baseline, at the end of treatment, and at 6- and 12-weeks post-treatment. The primary outcome is sleep as measured by the Insomnia Severity Index (ISI).",Brain Injury Traumatic Mild,Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)
NCT03957122,2019-05-01,2019-11-30,Not Applicable,Individualized Treatment of Patients With Chronic Tinnitus With Repetitive Transcranial Magnetic Stimulation,"In the first visit a magnetic resonance imaging measurement will be done for the use of a neuronavigation System with the aim to control for stable coil position over the course of the trial. EEG positions CP5/CP6 will be used for positioning the coil. Two test sessions will examine the temporary reductions in tinnitus loudness after 1Hz, 10Hz, 20Hz and 0.1Hz rTMS as control condition over left and right temporo-parietal junction accompanied by electroencephalography. For the two-week treatment three arms will be evaluated: standard treatment (1Hz left-sided) in the groups with and without temporary reductions in test sessions and the best protocol as elicited in test sessions.",Tinnitus,Device,repetitive transcranial magnetic stimulation
NCT03771417,2018-01-16,2023-02-09,Not Applicable,Resistance Exercise and Low-Intensity Physical Activity Breaks in Sedentary Time to Improve Skeletal Muscle and Cardiometabolic Health in Older Adults-REALPA Breaks in Sedentary Time Pilot Study,"What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal muscle health in older adults?

What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal cardiometabolic health in older adults?",Aging,Behavioral,Exercise Intervention
NCT03771417,2018-01-16,2023-02-09,Not Applicable,Resistance Exercise and Low-Intensity Physical Activity Breaks in Sedentary Time to Improve Skeletal Muscle and Cardiometabolic Health in Older Adults-REALPA Breaks in Sedentary Time Pilot Study,"What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal muscle health in older adults?

What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal cardiometabolic health in older adults?",Sarcopenia,Behavioral,Exercise Intervention
NCT03771417,2018-01-16,2023-02-09,Not Applicable,Resistance Exercise and Low-Intensity Physical Activity Breaks in Sedentary Time to Improve Skeletal Muscle and Cardiometabolic Health in Older Adults-REALPA Breaks in Sedentary Time Pilot Study,"What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal muscle health in older adults?

What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal cardiometabolic health in older adults?",Disability Physical,Behavioral,Exercise Intervention
NCT03771417,2018-01-16,2023-02-09,Not Applicable,Resistance Exercise and Low-Intensity Physical Activity Breaks in Sedentary Time to Improve Skeletal Muscle and Cardiometabolic Health in Older Adults-REALPA Breaks in Sedentary Time Pilot Study,"What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal muscle health in older adults?

What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal cardiometabolic health in older adults?",Cardiovascular Diseases,Behavioral,Exercise Intervention
NCT03771417,2018-01-16,2023-02-09,Not Applicable,Resistance Exercise and Low-Intensity Physical Activity Breaks in Sedentary Time to Improve Skeletal Muscle and Cardiometabolic Health in Older Adults-REALPA Breaks in Sedentary Time Pilot Study,"What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal muscle health in older adults?

What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal cardiometabolic health in older adults?",Insulin Resistance,Behavioral,Exercise Intervention
NCT03771417,2018-01-16,2023-02-09,Not Applicable,Resistance Exercise and Low-Intensity Physical Activity Breaks in Sedentary Time to Improve Skeletal Muscle and Cardiometabolic Health in Older Adults-REALPA Breaks in Sedentary Time Pilot Study,"What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal muscle health in older adults?

What are the effects of resistance exercise (RE) alone or RE plus low intensity physical activity (LPA) breaks in sedentary time (ST) on skeletal cardiometabolic health in older adults?",Diabetes Mellitus,Behavioral,Exercise Intervention
NCT01666886,2012-08-31,2015-04-30,Not Applicable,Efficacy of Additional Titration During Oral Appliance Treatment for Sleep-disordered Breathing.,"In the protocol ""Predicting therapeutic outcome of mandibular advancement device treatment in obstructive sleep apnea (PROMAD)"", 100 patients with obstructive sleep apnea are included and started MAD treatment at 75% of maximal protrusion. All patients underwent polysomnography with MAD in situ to evaluate the effect of the MAD on severity of sleep apnea. If the results of the polysomnography with MAD are unsuccessful (defined as a reduction in AHI with the MAD in situ of less than 50% compared to baseline), the therapy needs to be adjusted. Finding the most effective protrusion should be a weighted compromise between efficacy and side-effects of MAD therapy.

In patients with insufficient results on the polysomnography with the MAD at 75% of maximal protrusion, the MAD will be further adjusted until 90% of the maximal protrusion measured at the follow-up visit after the polysomnography with the MAD. After habituation and adaptation period but within 2 months after the first polysomnography with MAD, a new polysomnography will be performed to assess the effect of the 90% protruded position.",Obstructive Sleep Apnea Syndrome,Device,Mandibular Advancement Device (MAD)
NCT02684825,2015-10-31,2021-06-30,Phase 4,Detection of Silent Atrial Fibrillation aFter Ischemic StrOke (SAFFO) Guided by Implantable Loop Recorder. Multicentre Italian Trial Based on Stroke Unit Network With Paired Cardio-Arrhythmology Units (Italian Neurocardiology Unit Network),"The primary objective of this study is to evaluate whether, in patients with first-ever atherothrombotic or lacunar stroke without any previous history of atrial fibrillation (AF)/atrial flutter (AFL)/atrial tachycardia (AT), the detection of AF/AFL/AT (silent or symptomatic) by using a continuous cardiac rhythm monitoring with implantable loop recorder (ILR) during the first 12 months of observation is higher than the detection by using a standard cardiac monitoring (physical exam, 12-lead electrocardiogram [ECG] at baseline, 3, 6, and 12 months and Holter ECG at 3 months) in the same period of time.",Cerebrovascular Disorders,Device,Reveal LINQTM- LNQ11 Internal Loop Recorder plus standard cardiac monitoring
NCT02684825,2015-10-31,2021-06-30,Phase 4,Detection of Silent Atrial Fibrillation aFter Ischemic StrOke (SAFFO) Guided by Implantable Loop Recorder. Multicentre Italian Trial Based on Stroke Unit Network With Paired Cardio-Arrhythmology Units (Italian Neurocardiology Unit Network),"The primary objective of this study is to evaluate whether, in patients with first-ever atherothrombotic or lacunar stroke without any previous history of atrial fibrillation (AF)/atrial flutter (AFL)/atrial tachycardia (AT), the detection of AF/AFL/AT (silent or symptomatic) by using a continuous cardiac rhythm monitoring with implantable loop recorder (ILR) during the first 12 months of observation is higher than the detection by using a standard cardiac monitoring (physical exam, 12-lead electrocardiogram [ECG] at baseline, 3, 6, and 12 months and Holter ECG at 3 months) in the same period of time.",Brain Disease,Device,Reveal LINQTM- LNQ11 Internal Loop Recorder plus standard cardiac monitoring
NCT02684825,2015-10-31,2021-06-30,Phase 4,Detection of Silent Atrial Fibrillation aFter Ischemic StrOke (SAFFO) Guided by Implantable Loop Recorder. Multicentre Italian Trial Based on Stroke Unit Network With Paired Cardio-Arrhythmology Units (Italian Neurocardiology Unit Network),"The primary objective of this study is to evaluate whether, in patients with first-ever atherothrombotic or lacunar stroke without any previous history of atrial fibrillation (AF)/atrial flutter (AFL)/atrial tachycardia (AT), the detection of AF/AFL/AT (silent or symptomatic) by using a continuous cardiac rhythm monitoring with implantable loop recorder (ILR) during the first 12 months of observation is higher than the detection by using a standard cardiac monitoring (physical exam, 12-lead electrocardiogram [ECG] at baseline, 3, 6, and 12 months and Holter ECG at 3 months) in the same period of time.",Central Nervous System Diseases,Device,Reveal LINQTM- LNQ11 Internal Loop Recorder plus standard cardiac monitoring
NCT02684825,2015-10-31,2021-06-30,Phase 4,Detection of Silent Atrial Fibrillation aFter Ischemic StrOke (SAFFO) Guided by Implantable Loop Recorder. Multicentre Italian Trial Based on Stroke Unit Network With Paired Cardio-Arrhythmology Units (Italian Neurocardiology Unit Network),"The primary objective of this study is to evaluate whether, in patients with first-ever atherothrombotic or lacunar stroke without any previous history of atrial fibrillation (AF)/atrial flutter (AFL)/atrial tachycardia (AT), the detection of AF/AFL/AT (silent or symptomatic) by using a continuous cardiac rhythm monitoring with implantable loop recorder (ILR) during the first 12 months of observation is higher than the detection by using a standard cardiac monitoring (physical exam, 12-lead electrocardiogram [ECG] at baseline, 3, 6, and 12 months and Holter ECG at 3 months) in the same period of time.",Nervous System Diseases,Device,Reveal LINQTM- LNQ11 Internal Loop Recorder plus standard cardiac monitoring
NCT02684825,2015-10-31,2021-06-30,Phase 4,Detection of Silent Atrial Fibrillation aFter Ischemic StrOke (SAFFO) Guided by Implantable Loop Recorder. Multicentre Italian Trial Based on Stroke Unit Network With Paired Cardio-Arrhythmology Units (Italian Neurocardiology Unit Network),"The primary objective of this study is to evaluate whether, in patients with first-ever atherothrombotic or lacunar stroke without any previous history of atrial fibrillation (AF)/atrial flutter (AFL)/atrial tachycardia (AT), the detection of AF/AFL/AT (silent or symptomatic) by using a continuous cardiac rhythm monitoring with implantable loop recorder (ILR) during the first 12 months of observation is higher than the detection by using a standard cardiac monitoring (physical exam, 12-lead electrocardiogram [ECG] at baseline, 3, 6, and 12 months and Holter ECG at 3 months) in the same period of time.",Cardiac Arrhythmias,Device,Reveal LINQTM- LNQ11 Internal Loop Recorder plus standard cardiac monitoring
