,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
31,NCT05191966,OfficialTitle+BriefSummary,"Comparison of the Effects of Subcostal Anterior Quadratus Lumborum Block and Thoracic Paravertebral Block on Postoperative Acute Pain in Laparoscopic Nephrectomy Surgery | In this study, it was aimed to evaluate the effects of subcostal anterior quadratus lumborum block (S-QLB3) and thoracic paravertebral block (TPVB) on postoperative acute pain scores and opioid consumption in the first 24 hours after laparoscopic nephrectomy surgery.","[(29, 72, 'SURGICAL', 'Subcostal Anterior Quadratus Lumborum Block'), (77, 105, 'SURGICAL', 'Thoracic Paravertebral Block'), (109, 133, 'CONDITION', 'Postoperative Acute Pain'), (137, 169, 'CONDITION', 'Laparoscopic Nephrectomy Surgery'), (227, 270, 'SURGICAL', 'subcostal anterior quadratus lumborum block'), (272, 279, 'SURGICAL', 'S-QLB3)'), (284, 312, 'SURGICAL', 'thoracic paravertebral block'), (314, 318, 'SURGICAL', 'TPVB'), (406, 438, 'CONDITION', 'laparoscopic nephrectomy surgery')]","[(29, 72), (77, 105), (109, 133), (137, 169), (227, 270), (272, 279), (284, 312), (314, 318), (406, 438)]","[(109, 133, 'CONDITION'), (137, 169, 'CONDITION'), (406, 438, 'CONDITION')]","[(29, 72, 'SURGICAL'), (77, 105, 'SURGICAL'), (227, 270, 'SURGICAL'), (272, 279, 'SURGICAL'), (284, 312, 'SURGICAL'), (314, 318, 'SURGICAL')]"
32,NCT02758990,OfficialTitle+BriefSummary,"Interventional Testing of Gene-environment Interactions Via the Verifomics Mobile Application | The purpose of this study is to study interactions between genes, lifestyle environmental factors like foods, nutritional supplements and non-invasive medical devices and health factors that can be measured without specialized medical equipment in order to develop lifestyle recommendations tailored to individual genetics for a host of common chronic health conditions.",[],[],[],[]
33,NCT03488381,OfficialTitle+BriefSummary,"Effects of Repetitive Subconcussive Head Impacts on Ocular-motor Function and Brain-derived Blood Biomarker | Repetitive head impacts in sports and military may cause deleterious effects in the nervous system. Investigators' previous works in football players have shown promising results in prediction of concussion and prevention of long-term defect using eye-movement paradigm (ocular-motor system) and blood biomarker. However, acute head impact effects on aforementioned parameters remain unknown. Thus, to answer a critical research question that whether or not ocular-motor system and brain-derived blood biomarker may be acutely altered following 10 successions of controlled soccer heading. To answer the question, investigators hypothesized that acute bout of soccer heading will not elicit noticeable change in subject's symptoms but to induce a transient defect in the ocular-motor system and increase plasma expression of brain-derived biomarker.","[(11, 48, 'CONDITION', 'Repetitive Subconcussive Head Impacts'), (110, 133, 'CONDITION', 'Repetitive head impacts'), (306, 316, 'CONDITION', 'concussion')]","[(11, 48), (110, 133), (306, 316)]","[(11, 48, 'CONDITION'), (110, 133, 'CONDITION'), (306, 316, 'CONDITION')]",[]
34,NCT02560597,OfficialTitle+BriefSummary,"Repetitive Transcranial Magnetic Stimulation (rTMS) for the Treatment of Epilepsy - Case Study in Patients With Epilepsia Partialis Continua (EPC) and Refractory Status Epilepticus (SE) | The purpose of this study is to assess the effects of repetitive transcranial magnetic stimulation (rTMS) as a treatment for Epilepsia Partialis Continua (EPC) or refractory Status Epilepticus (SE), when standard clinical treatments have failed.","[(0, 44, 'OTHER', 'Repetitive Transcranial Magnetic Stimulation'), (46, 50, 'OTHER', 'rTMS'), (73, 81, 'CONDITION', 'Epilepsy'), (112, 140, 'CONDITION', 'Epilepsia Partialis Continua'), (142, 145, 'CONDITION', 'EPC'), (151, 180, 'CONDITION', 'Refractory Status Epilepticus'), (182, 184, 'CONDITION', 'SE'), (242, 286, 'OTHER', 'repetitive transcranial magnetic stimulation'), (288, 292, 'OTHER', 'rTMS'), (313, 341, 'CONDITION', 'Epilepsia Partialis Continua'), (343, 346, 'CONDITION', 'EPC'), (351, 380, 'CONDITION', 'refractory Status Epilepticus'), (382, 384, 'CONDITION', 'SE')]","[(0, 44), (46, 50), (73, 81), (112, 140), (142, 145), (151, 180), (182, 184), (242, 286), (288, 292), (313, 341), (343, 346), (351, 380), (382, 384)]","[(73, 81, 'CONDITION'), (112, 140, 'CONDITION'), (142, 145, 'CONDITION'), (151, 180, 'CONDITION'), (182, 184, 'CONDITION'), (313, 341, 'CONDITION'), (343, 346, 'CONDITION'), (351, 380, 'CONDITION'), (382, 384, 'CONDITION')]","[(0, 44, 'OTHER'), (46, 50, 'OTHER'), (242, 286, 'OTHER'), (288, 292, 'OTHER')]"
35,NCT03088592,OfficialTitle+BriefSummary,"Electrophysiological Recordings of Deep Brain Stimulation in the Basal Ganglia | The pathology of Parkinson's disease (PD) and the mechanism of Deep Brain Stimulation surgery (DBS) are not completely understood. The recording data that is used routinely as part of the procedure to map the target structures, however, may be analyzed in order to better understand the neural network dynamics in PD. The purpose of the study is to perform simultaneous neural recordings from sub-cortical structures (e.g. subthalamic nucleus [STN] or globus pallidus internus [GPi]) and the cerebral cortex. These simultaneous recordings may provide insight in the pathology of PD and the mechanism of DBS. The researchers will also study the effects of anesthesia level on neuron synchronization . Recordings with micro-ECoG grid electrodes in the cortex show improved spatial resolution and these will be used to gain better understanding of cortical network dynamics and the synchronization with subcortical structures.","[(35, 78, 'OTHER', 'Deep Brain Stimulation in the Basal Ganglia'), (98, 117, 'CONDITION', ""Parkinson's disease""), (119, 121, 'CONDITION', 'PD'), (144, 174, 'OTHER', 'Deep Brain Stimulation surgery'), (176, 179, 'OTHER', 'DBS'), (395, 397, 'CONDITION', 'PD'), (660, 662, 'CONDITION', 'PD'), (684, 687, 'OTHER', 'DBS')]","[(35, 78), (98, 117), (119, 121), (144, 174), (176, 179), (395, 397), (660, 662), (684, 687)]","[(98, 117, 'CONDITION'), (119, 121, 'CONDITION'), (395, 397, 'CONDITION'), (660, 662, 'CONDITION')]","[(35, 78, 'OTHER'), (144, 174, 'OTHER'), (176, 179, 'OTHER'), (684, 687, 'OTHER')]"
36,NCT00692575,OfficialTitle+BriefSummary,Modular Scheduled Telephone Intervention for Caregivers of Persons With Traumatic Brain Injury: A Randomized Controlled Trial | This study seeks to determine if problem-based telephone counseling improves quality of life and emotional well-being for caregivers of persons with moderate to severe traumatic brain injury (TBI).,"[(0, 40, 'BEHAVIOURAL', 'Modular Scheduled Telephone Intervention'), (161, 195, 'BEHAVIOURAL', 'problem-based telephone counseling')]","[(0, 40), (161, 195)]",[],"[(0, 40, 'BEHAVIOURAL'), (161, 195, 'BEHAVIOURAL')]"
37,NCT02910024,OfficialTitle+BriefSummary,"Theta-Burst-Stimulation in Der frühen Rehabilitation Von Schlaganfallpatienten | The present prospective, randomized, controlled, double-blinded trial investigates the effects of intermittent theta-burst stimulation (iTBS) during the early rehabilitation after stroke. Patients with hemipresis will receive either sham or real iTBS over their affected hemispheres before occupational therapy for 8 days. Motor recovery is assessed one day after the intervention phase and three months after enrollment.","[(0, 23, 'OTHER', 'Theta-Burst-Stimulation'), (179, 215, 'OTHER', 'intermittent theta-burst stimulation'), (217, 221, 'OTHER', 'iTBS'), (261, 267, 'CONDITION', 'stroke'), (283, 293, 'CONDITION', 'hemipresis'), (314, 318, 'CONTROL', 'sham'), (327, 331, 'OTHER', 'iTBS'), (371, 391, 'OTHER', 'occupational therapy')]","[(0, 23), (179, 215), (217, 221), (261, 267), (283, 293), (314, 318), (327, 331), (371, 391)]","[(261, 267, 'CONDITION'), (283, 293, 'CONDITION')]","[(0, 23, 'OTHER'), (179, 215, 'OTHER'), (217, 221, 'OTHER'), (314, 318, 'CONTROL'), (327, 331, 'OTHER'), (371, 391, 'OTHER')]"
38,NCT02274649,OfficialTitle+BriefSummary,A Patient Centered Approach to Successful Community Transition After Catastrophic Injury: Clinical Trial to Evaluate One-to-one Peer Mentoring | The research will examine the effects of enhanced peer mentor interactions on facilitating a successful transition to community living following traumatic spinal cord injury (SCI). Participants in the research will be assigned to either (1) the control group that will receive traditional peer mentor types of interactions or (2) to the intervention group that will receive an enhanced peer mentor program called the One-on-One Initiative. Assignment to one of these two groups will occur randomly on admission to Shepherd Center; the only stratifying criteria is injury level - C6 and above vs. C7 and below.,"[(69, 88, 'CONDITION', 'Catastrophic Injury'), (117, 142, 'BEHAVIOURAL', 'One-to-one Peer Mentoring'), (186, 219, 'BEHAVIOURAL', 'enhanced peer mentor interactions'), (290, 318, 'CONDITION', 'traumatic spinal cord injury'), (320, 323, 'CONDITION', 'SCI'), (422, 467, 'CONTROL', 'traditional peer mentor types of interactions'), (522, 550, 'BEHAVIOURAL', 'enhanced peer mentor program'), (562, 583, 'BEHAVIOURAL', 'One-on-One Initiative')]","[(69, 88), (117, 142), (186, 219), (290, 318), (320, 323), (422, 467), (522, 550), (562, 583)]","[(69, 88, 'CONDITION'), (290, 318, 'CONDITION'), (320, 323, 'CONDITION')]","[(117, 142, 'BEHAVIOURAL'), (186, 219, 'BEHAVIOURAL'), (422, 467, 'CONTROL'), (522, 550, 'BEHAVIOURAL'), (562, 583, 'BEHAVIOURAL')]"
39,NCT04855032,OfficialTitle+BriefSummary,"Proactive and Reactive Perturbation Training to Reduce Falls and Improve Gait Stability in People With Chronic Stroke | Following a stroke, many individuals have a high risk of falls, which can negatively influence quality of life. Unfortunately, current treatments have not effectively addressed this problem. This study investigates whether two methods of delivering mechanical perturbations during walking have the potential to improve post-stroke walking balance and reduce real-world fall incidence.","[(0, 44, 'OTHER', 'Proactive and Reactive Perturbation Training'), (55, 60, 'CONDITION', 'Falls'), (103, 117, 'CONDITION', 'Chronic Stroke'), (132, 138, 'CONDITION', 'stroke'), (177, 182, 'CONDITION', 'falls'), (369, 408, 'OTHER', 'mechanical perturbations during walking'), (444, 450, 'CONDITION', 'stroke'), (489, 493, 'CONDITION', 'fall')]","[(0, 44), (55, 60), (103, 117), (132, 138), (177, 182), (369, 408), (444, 450), (489, 493)]","[(55, 60, 'CONDITION'), (103, 117, 'CONDITION'), (132, 138, 'CONDITION'), (177, 182, 'CONDITION'), (444, 450, 'CONDITION'), (489, 493, 'CONDITION')]","[(0, 44, 'OTHER'), (369, 408, 'OTHER')]"
40,NCT04032431,OfficialTitle+BriefSummary,"The Effect of a Telerehabilitation Virtual Reality Intervention on Functional Upper Limb Activities in People With Multiple Sclerosis | This study aims to investigate the effectiveness of a home-based telerehabilitation program specifically designed for upper limbs, based on Virtual Reality (VR) in individuals affected by Multiple Sclerosis.","[(16, 50, 'OTHER', 'Telerehabilitation Virtual Reality'), (115, 133, 'CONDITION', 'Multiple Sclerosis'), (201, 291, 'OTHER', 'telerehabilitation program specifically designed for upper limbs, based on Virtual Reality'), (293, 295, 'OTHER', 'VR'), (324, 342, 'CONDITION', 'Multiple Sclerosis')]","[(16, 50), (115, 133), (201, 291), (293, 295), (324, 342)]","[(115, 133, 'CONDITION'), (324, 342, 'CONDITION')]","[(16, 50, 'OTHER'), (201, 291, 'OTHER'), (293, 295, 'OTHER')]"
41,NCT03178786,OfficialTitle+BriefSummary,"Visual Spatial Exploration and Art Therapy Intervention in Patients Diagnosed With Parkinson's Disease | The purpose of this dual phase cross-sectional, controlled and prospective, open label, exploratory study is to determine the general characteristics of visuospatial exploration and its neural substrate in subjects with Parkinson's Disease (PD) and to explore the impact of professional art therapy intervention in a cohort of subjects with Parkinson's Disease on visuospatial exploration, visuomotor integration, neuropsychological and emotional sphere, quality of daily living and motor symptoms.","[(31, 42, 'OTHER', 'Art Therapy'), (83, 102, 'CONDITION', ""Parkinson's Disease""), (325, 344, 'CONDITION', ""Parkinson's Disease""), (346, 348, 'CONDITION', 'PD'), (392, 403, 'OTHER', 'art therapy'), (446, 465, 'CONDITION', ""Parkinson's Disease"")]","[(31, 42), (83, 102), (325, 344), (346, 348), (392, 403), (446, 465)]","[(83, 102, 'CONDITION'), (325, 344, 'CONDITION'), (346, 348, 'CONDITION'), (446, 465, 'CONDITION')]","[(31, 42, 'OTHER'), (392, 403, 'OTHER')]"
42,NCT03857243,OfficialTitle+BriefSummary,Dual Transcranial Direct Current Stimulation (dTDCS)-Enhanced Therapy After Hemorrhagic Strokes and VEGF | This study will evaluate the feasibility of dual tDCS to improve arm motor function in chronic stroke patients. In addition it will collect pilot data on the blood biomarkers associated with treatment effect.,"[(0, 69, 'OTHER', 'Dual Transcranial Direct Current Stimulation (dTDCS)-Enhanced Therapy'), (76, 95, 'CONDITION', 'Hemorrhagic Strokes'), (100, 104, 'DRUG', 'VEGF'), (151, 160, 'OTHER', 'dual tDCS'), (194, 208, 'CONDITION', 'chronic stroke')]","[(0, 69), (76, 95), (100, 104), (151, 160), (194, 208)]","[(76, 95, 'CONDITION'), (194, 208, 'CONDITION')]","[(0, 69, 'OTHER'), (100, 104, 'DRUG'), (151, 160, 'OTHER')]"
43,NCT02797418,OfficialTitle+BriefSummary,"""Cognitus & Moi"": a New Cognitive Remediation Tool for Children With Intellectual Deficiency With Behavioral Disorders | Holders children with intellectual disabilities have great difficulty in adapting to social situations and relationships.Cognitive impairment associated with intellectual disability are important factors to understand their difficulties in processing social information. In the field of recognition of facial emotions in particular, basic cognitive processes such as visuospatial and attentional functions, are heavily involved.Cognitive remediation is a management tool widely used by practitioners to help patients who experience cognitive difficulties. Currently, no program can meet specific and validated the problems are children with intellectual disabilities manner in their daily functioning.","[(1, 15, 'OTHER', 'Cognitus & Moi'), (24, 50, 'OTHER', 'Cognitive Remediation Tool'), (69, 92, 'CONDITION', 'Intellectual Deficiency'), (98, 118, 'CONDITION', 'Behavioral Disorders'), (143, 168, 'CONDITION', 'intellectual disabilities'), (242, 262, 'CONDITION', 'Cognitive impairment'), (279, 302, 'CONDITION', 'intellectual disability'), (549, 570, 'OTHER', 'Cognitive remediation'), (653, 675, 'CONDITION', 'cognitive difficulties'), (762, 787, 'CONDITION', 'intellectual disabilities')]","[(1, 15), (24, 50), (69, 92), (98, 118), (143, 168), (242, 262), (279, 302), (549, 570), (653, 675), (762, 787)]","[(69, 92, 'CONDITION'), (98, 118, 'CONDITION'), (143, 168, 'CONDITION'), (242, 262, 'CONDITION'), (279, 302, 'CONDITION'), (653, 675, 'CONDITION'), (762, 787, 'CONDITION')]","[(1, 15, 'OTHER'), (24, 50, 'OTHER'), (549, 570, 'OTHER')]"
44,NCT02684825,OfficialTitle+BriefSummary,"Detection of Silent Atrial Fibrillation aFter Ischemic StrOke (SAFFO) Guided by Implantable Loop Recorder. Multicentre Italian Trial Based on Stroke Unit Network With Paired Cardio-Arrhythmology Units (Italian Neurocardiology Unit Network) | The primary objective of this study is to evaluate whether, in patients with first-ever atherothrombotic or lacunar stroke without any previous history of atrial fibrillation (AF)/atrial flutter (AFL)/atrial tachycardia (AT), the detection of AF/AFL/AT (silent or symptomatic) by using a continuous cardiac rhythm monitoring with implantable loop recorder (ILR) during the first 12 months of observation is higher than the detection by using a standard cardiac monitoring (physical exam, 12-lead electrocardiogram [ECG] at baseline, 3, 6, and 12 months and Holter ECG at 3 months) in the same period of time.","[(13, 39, 'CONDITION', 'Silent Atrial Fibrillation'), (46, 61, 'CONDITION', 'Ischemic StrOke'), (319, 364, 'CONDITION', 'first-ever atherothrombotic or lacunar stroke'), (397, 416, 'CONDITION', 'atrial fibrillation'), (463, 465, 'CONDITION', 'AT'), (485, 487, 'CONDITION', 'AF'), (488, 491, 'CONDITION', 'AFL'), (492, 494, 'CONDITION', 'AT')]","[(13, 39), (46, 61), (319, 364), (397, 416), (463, 465), (485, 487), (488, 491), (492, 494)]","[(13, 39, 'CONDITION'), (46, 61, 'CONDITION'), (319, 364, 'CONDITION'), (397, 416, 'CONDITION'), (463, 465, 'CONDITION'), (485, 487, 'CONDITION'), (488, 491, 'CONDITION'), (492, 494, 'CONDITION')]",[]
45,NCT04430309,OfficialTitle+BriefSummary,"The Feasibility and Efficacy of Baduanjin Exercise on Cognition and Physical Fitness Among Patients With Schizophrenia:Randomized Controlled Trial | As an ancient, popular Chinese exercise, Baduanjin is characterized by symmetrical posture, deep breathing and meditation and easy to learn. Previous studies showed immediate effect of Baduanjin on cognition in patients with schizophrenia.The purpose of this study is to investigate the immediate effect and chronic effect of Baduanjin exercise on physical fitness, cognition and daily functions in middle-aged and older adults with schizophrenia.","[(32, 41, 'PHYSICAL', 'Baduanjin'), (105, 118, 'CONDITION', 'Schizophrenia'), (190, 199, 'PHYSICAL', 'Baduanjin'), (334, 343, 'PHYSICAL', 'Baduanjin'), (374, 387, 'CONDITION', 'schizophrenia'), (475, 484, 'PHYSICAL', 'Baduanjin'), (582, 595, 'CONDITION', 'schizophrenia')]","[(32, 41), (105, 118), (190, 199), (334, 343), (374, 387), (475, 484), (582, 595)]","[(105, 118, 'CONDITION'), (374, 387, 'CONDITION'), (582, 595, 'CONDITION')]","[(32, 41, 'PHYSICAL'), (190, 199, 'PHYSICAL'), (334, 343, 'PHYSICAL'), (475, 484, 'PHYSICAL')]"
46,NCT05415956,OfficialTitle+BriefSummary,"""Outwalk MS"" - Benefits of Outdoor Walking Exercise Therapy on Walking Capacity and Well-being in Multiple Sclerosis | Deterioration of walking capacity is a common symptom in persons with multiple sclerosis (pwMS), furthermore having a negative influence on well-being. Studies have nevertheless shown that walking exercise therapy can improve walking capacity in pwMS. This may be particularly potent if occurring outdoors due to the varying stimuli it can provide (different surfaces and terrain etc.), and if the intensity and duration is adequate. Furthermore, outdoor walking is (1) suitable as a group intervention facilitating interaction between pwMS and (2) advantageous due to the health benefits offered through the interaction with nature itself. Both these aspects are also relevant for well-being.

Few studies have nevertheless examined the effects of outdoor walking exercise therapy in pwMS. The purpose of the present study is therefore to examine the effects of 7 weeks of moderate-to-high intensity outdoor walking exercise therapy on walking capacity (primary outcome: 6-minute walk test) and well-being in pwMS.","[(27, 42, 'PHYSICAL', 'Outdoor Walking'), (98, 116, 'CONDITION', 'Multiple Sclerosis'), (189, 207, 'CONDITION', 'multiple sclerosis'), (308, 324, 'PHYSICAL', 'walking exercise'), (566, 581, 'PHYSICAL', 'outdoor walking'), (868, 883, 'PHYSICAL', 'outdoor walking'), (993, 1035, 'PHYSICAL', 'moderate-to-high intensity outdoor walking')]","[(27, 42), (98, 116), (189, 207), (308, 324), (566, 581), (868, 883), (993, 1035)]","[(98, 116, 'CONDITION'), (189, 207, 'CONDITION')]","[(27, 42, 'PHYSICAL'), (308, 324, 'PHYSICAL'), (566, 581, 'PHYSICAL'), (868, 883, 'PHYSICAL'), (993, 1035, 'PHYSICAL')]"
47,NCT03506906,OfficialTitle+BriefSummary,"The Debated Role of Sleep Studies in Patients Under Established Home Mechanical Ventilation | Patients suffering chronic hypercapnic respiratory insufficiency (e.g. in chronic obstructive pulmonary disease, obesity hypoventilation syndrome) benefit from home mechanical ventilation. These patients are complex; and the ventilator´s parameters should be set-up according to the underlying disease and particular patient's characteristics. The non-invasive ventilation therapy is mostly titrated while the patient is awake, hence Problems, such as Patient-Ventilator asynchrony, arising while sleeping on the ventilator therapy would remain undetected.

Sleep studies, such as polysomnography or polygraphy and transcutaneous carbon dioxide monitoring could be valuable tools to fine-tune the ventilator's settings. This could foster the ventilator´s effectivity and patient satisfaction, thus therapy's adherence. Nevertheless the sleep studies are expensive, time-consuming and not widely available.

The aim of this study is to learn the findings of sleep studies when they are performed on stable patients on home mechanical ventilation as part of their routine check-ups. In this context, it will be assessed whether the sleep studies' findings lead to a change (adjustment) of the ventilator´s therapy. Moreover, this study aims to investigate whether the absence of sleep studies would result in missing important events that require an adjustment of therapy. The results of this study could provide information that lead to a more standardized protocol of follow-up checks of patients on home mechanical ventilation in a cost-effective manner.","[(64, 91, 'OTHER', 'Home Mechanical Ventilation'), (113, 158, 'CONDITION', 'chronic hypercapnic respiratory insufficiency'), (168, 205, 'CONDITION', 'chronic obstructive pulmonary disease'), (207, 239, 'CONDITION', 'obesity hypoventilation syndrome'), (254, 281, 'OTHER', 'home mechanical ventilation'), (442, 474, 'OTHER', 'non-invasive ventilation therapy'), (607, 625, 'OTHER', 'ventilator therapy'), (1111, 1138, 'OTHER', 'home mechanical ventilation'), (1285, 1305, 'OTHER', 'ventilator´s therapy'), (1599, 1621, 'OTHER', 'mechanical ventilation')]","[(64, 91), (113, 158), (168, 205), (207, 239), (254, 281), (442, 474), (607, 625), (1111, 1138), (1285, 1305), (1599, 1621)]","[(113, 158, 'CONDITION'), (168, 205, 'CONDITION'), (207, 239, 'CONDITION')]","[(64, 91, 'OTHER'), (254, 281, 'OTHER'), (442, 474, 'OTHER'), (607, 625, 'OTHER'), (1111, 1138, 'OTHER'), (1285, 1305, 'OTHER'), (1599, 1621, 'OTHER')]"
48,NCT02463318,OfficialTitle+BriefSummary,"The purpose of this study is to investigate the gene expression and activity of SIRT1, and forkhead box O3 pathway by means of investigating target genes MnSOD and catalase in multiple sclerosis and healthy subjects. Also, we investigate the effect of melatonin on interaction between SIRT1 activity and target genes MnSOD and catalase in multiple sclerosis and healthy subject .Additionally, we evaluate effect the probable effect of melatonin treatment on gene expression and activity of above-mentioned genes in peripheral blood mononuclear cells of healthy subjects-treated with H2O2.","[(176, 194, 'CONDITION', 'multiple sclerosis'), (252, 261, 'DRUG', 'melatonin'), (339, 357, 'CONDITION', 'multiple sclerosis'), (435, 444, 'DRUG', 'melatonin')]","[(176, 194), (252, 261), (339, 357), (435, 444)]","[(176, 194, 'CONDITION'), (339, 357, 'CONDITION')]","[(252, 261, 'DRUG'), (435, 444, 'DRUG')]"
49,NCT02034357,OfficialTitle+BriefSummary,"Sleep Disordered Breathing and Its Impact on Neuro-cognitive Performance and Quality of Life in Parkinson Disease | The purpose of this study is to determine the impact of sleep and breathing problems during sleep on memory, attention, and general well being (quality of life) in people with Parkinson Disease.","[(0, 26, 'CONDITION', 'Sleep Disordered Breathing'), (96, 113, 'CONDITION', 'Parkinson Disease'), (172, 200, 'CONDITION', 'sleep and breathing problems'), (292, 309, 'CONDITION', 'Parkinson Disease')]","[(0, 26), (96, 113), (172, 200), (292, 309)]","[(0, 26, 'CONDITION'), (96, 113, 'CONDITION'), (172, 200, 'CONDITION'), (292, 309, 'CONDITION')]",[]
50,NCT01864941,OfficialTitle+BriefSummary,Phase I/II Interventional Clinical Trial of Balloon Venoplasty for Chronic Cerebrospinal Venous Insufficiency in Multiple Sclerosis Patients | To investigate the safety and tolerability of balloon venoplasty compared to sham in Multiple Sclerosis patients with Chronic Cerebrospinal Venous Insufficiency (CCSVI) as measured by adverse events occurring within 48 weeks of the procedure.,"[(44, 62, 'SURGICAL', 'Balloon Venoplasty'), (67, 109, 'CONDITION', 'Chronic Cerebrospinal Venous Insufficiency'), (113, 131, 'CONDITION', 'Multiple Sclerosis'), (189, 207, 'SURGICAL', 'balloon venoplasty'), (220, 224, 'CONTROL', 'sham'), (228, 246, 'CONDITION', 'Multiple Sclerosis'), (261, 303, 'CONDITION', 'Chronic Cerebrospinal Venous Insufficiency'), (305, 310, 'CONDITION', 'CCSVI')]","[(44, 62), (67, 109), (113, 131), (189, 207), (220, 224), (228, 246), (261, 303), (305, 310)]","[(67, 109, 'CONDITION'), (113, 131, 'CONDITION'), (228, 246, 'CONDITION'), (261, 303, 'CONDITION'), (305, 310, 'CONDITION')]","[(44, 62, 'SURGICAL'), (189, 207, 'SURGICAL'), (220, 224, 'CONTROL')]"
51,NCT03974997,OfficialTitle+BriefSummary,"TNF-related Weak Inducer of Apoptosis (TWEAK), a New Biomarker Predicting Inflammatory Thrust in Multiple Sclerosis | A significant variation in the serum concentration of the circulating cytokine TWEAK is associated with the onset of an inflammatory attack of MS. Study the concentration variations of the serum soluble form of cytokine TWEAK during the first year of MS and to analyze their correlation with the occurrence of an inflammatory disease outbreak.","[(97, 115, 'CONDITION', 'Multiple Sclerosis'), (261, 263, 'CONDITION', 'MS'), (369, 371, 'CONDITION', 'MS')]","[(97, 115), (261, 263), (369, 371)]","[(97, 115, 'CONDITION'), (261, 263, 'CONDITION'), (369, 371, 'CONDITION')]",[]
52,NCT04946682,OfficialTitle+BriefSummary,"Optimal Encephalitis/Meningitis Roadmap Via Precise Diagnosis and Treatment | Encephalitis and meningitis are serious central nervous system diseases. There is currently a lack of comprehensive and accurate diagnosis and treatment pathways. Therefore, we conducted this multicenter, prospective, and randomized controlled study. It was designed to evaluate the diagnostic performance and its impact on the outcomes of the patients enrolled. As such, we came to the results of the optimal process of diagnosis and treatment strategy of encephalitis/meningeal syndromes with improved effective treatments.","[(8, 20, 'CONDITION', 'Encephalitis'), (21, 31, 'CONDITION', 'Meningitis'), (78, 90, 'CONDITION', 'Encephalitis'), (95, 105, 'CONDITION', 'meningitis'), (535, 547, 'CONDITION', 'encephalitis'), (548, 567, 'CONDITION', 'meningeal syndromes')]","[(8, 20), (21, 31), (78, 90), (95, 105), (535, 547), (548, 567)]","[(8, 20, 'CONDITION'), (21, 31, 'CONDITION'), (78, 90, 'CONDITION'), (95, 105, 'CONDITION'), (535, 547, 'CONDITION'), (548, 567, 'CONDITION')]",[]
53,NCT05527652,OfficialTitle+BriefSummary,Self-Supporting Nasopharyngeal Airway (ssNPA) Treating Upper Airway Obstruction in Hypotonia | The researchers are investigating if the Self-Supporting Nasopharyngeal Airway (ssNPA) device can be used in the treatment of obstructive sleep apnea in children with Hypotonic Upper Airway Obstruction (HUAO).,"[(0, 37, 'OTHER', 'Self-Supporting Nasopharyngeal Airway'), (39, 44, 'OTHER', 'ssNPA'), (55, 79, 'CONDITION', 'Upper Airway Obstruction'), (83, 92, 'CONDITION', 'Hypotonia'), (136, 173, 'OTHER', 'Self-Supporting Nasopharyngeal Airway'), (175, 180, 'OTHER', 'ssNPA'), (221, 244, 'CONDITION', 'obstructive sleep apnea'), (262, 296, 'CONDITION', 'Hypotonic Upper Airway Obstruction'), (298, 302, 'CONDITION', 'HUAO')]","[(0, 37), (39, 44), (55, 79), (83, 92), (136, 173), (175, 180), (221, 244), (262, 296), (298, 302)]","[(55, 79, 'CONDITION'), (83, 92, 'CONDITION'), (221, 244, 'CONDITION'), (262, 296, 'CONDITION'), (298, 302, 'CONDITION')]","[(0, 37, 'OTHER'), (39, 44, 'OTHER'), (136, 173, 'OTHER'), (175, 180, 'OTHER')]"
54,NCT02729311,OfficialTitle+BriefSummary,"Paired Integrative Exercise Program for People With Dementia and Caregivers | Preventing Loss of Independence through Exercise (PLIÉ) is a unique, multimodal movement program for people with dementia (affected individuals) that is taught by trained instructors and combines physical, mental and social activities. The Paired PLIÉ Program is an adapted version designed for pairs of affected individuals and care partners. The goal of this study is to perform a randomized, controlled trial (RCT) with a delayed start design to examine the effects of the Paired PLIÉ Program on function and quality of life in affected individuals and care partners.","[(0, 35, 'PHYSICAL', 'Paired Integrative Exercise Program'), (52, 60, 'CONDITION', 'Dementia'), (78, 126, 'PHYSICAL', 'Preventing Loss of Independence through Exercise'), (128, 132, 'PHYSICAL', 'PLIÉ'), (191, 199, 'CONDITION', 'dementia'), (318, 337, 'PHYSICAL', 'Paired PLIÉ Program'), (554, 573, 'PHYSICAL', 'Paired PLIÉ Program')]","[(0, 35), (52, 60), (78, 126), (128, 132), (191, 199), (318, 337), (554, 573)]","[(52, 60, 'CONDITION'), (191, 199, 'CONDITION')]","[(0, 35, 'PHYSICAL'), (78, 126, 'PHYSICAL'), (128, 132, 'PHYSICAL'), (318, 337, 'PHYSICAL'), (554, 573, 'PHYSICAL')]"
