tokens,ner_tags,id,nct_id,text,ner_manual_ct_target
"['The', 'Effectiveness', 'of', 'Tibial', 'Nerve', 'Mobilization', 'in', 'Patients', 'With', 'Tarsal', 'Tunnel', 'Syndrome', '|', 'This', 'randomized', ',', 'clinical', ',', 'single', '-', 'blinded', ',', 'controlledstudywasinitiallyplannedtoinclude', '35', 'patients', 'diagnosed', 'with', 'tarsal', 'tunnel', 'who', 'applied', 'to', 'Kütahya', 'Health', 'Sciences', 'University', ',', 'Evliya', 'Çelebi', 'Training', 'and', 'Research', 'Hospital', ',', 'Physical', 'Medicine', 'and', 'Rehabilitation', 'outpatient', 'clinic', '.', 'Patients', 'aged', '20', '-', '55', 'years', 'who', 'were', 'diagnosed', 'with', 'tarsal', 'tunnel', 'syndrome', 'by', 'electromyography', '(', 'EMG', ')', 'in', 'the', 'last', '6', 'months', 'were', 'included', 'in', 'the', 'study', '.', 'The', 'patients', 'were', 'randomized', 'into', 'two', 'groups', 'using', 'the', 'computer', '-', 'assisted', 'randomization', 'method', '.', 'Tibial', 'nerve', 'mobilization', 'and', 'foot', '-', 'ankle', 'range', 'of', 'motion', 'exercises', 'will', 'be', 'given', 'to', 'the', 'study', 'group', ',', 'and', 'only', 'foot', '-', 'ankle', 'joint', 'range', 'of', 'motion', 'exercises', 'will', 'be', 'given', 'to', 'the', 'control', 'group', '.', 'All', 'the', 'patients', 'were', 'evaluated', 'with', 'the', 'Visual', 'Analog', 'Scale', '(', 'VAS', ')', ',', 'Foot', 'Functional', 'Index', '(', 'FFI', ')', ',', 'Neuropathic', 'Pain', 'QuestionnaireN', '(', 'NPQ', ')', 'and', 'Tibial', 'Nerve', 'ultrasonography', 'before', 'the', 'intervention', 'and', 'at', 'the', 'fourth', 'week', 'of', 'intervention', '.']","['O', 'O', 'O', 'B-PHYS', 'I-PHYS', 'I-PHYS', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHYS', 'I-PHYS', 'I-PHYS', 'O', 'B-PHYS', 'I-PHYS', 'I-PHYS', 'I-PHYS', 'I-PHYS', 'I-PHYS', 'I-PHYS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CTRL', 'I-CTRL', 'I-CTRL', 'I-CTRL', 'I-CTRL', 'I-CTRL', 'I-CTRL', 'I-CTRL', 'I-CTRL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NCT05307354,NCT05307354,"The Effectiveness of Tibial Nerve Mobilization in Patients With Tarsal Tunnel Syndrome | This randomized, clinical, single-blinded, controlledstudywasinitiallyplannedtoinclude 35 patients diagnosed with tarsal tunnel who applied to Kütahya Health Sciences University, Evliya Çelebi Training and Research Hospital, Physical Medicine and Rehabilitation outpatient clinic.Patients aged 20-55 years who were diagnosed with tarsal tunnel syndrome by electromyography (EMG) in the last 6 months were included in the study. The patients were randomized into two groups using the computer-assisted randomization method. Tibial nerve mobilization and foot-ankle range of motion exercises will be given to the study group, and only foot-ankle joint range of motion exercises will be given to the control group. All the patients were evaluated with the Visual Analog Scale (VAS), Foot Functional Index (FFI), Neuropathic Pain QuestionnaireN (NPQ) and Tibial Nerve ultrasonography before the intervention and at the fourth week of intervention.","[(21, 46, 'PHYSICAL', 'Tibial Nerve Mobilization'), (64, 86, 'CONDITION', 'Tarsal Tunnel Syndrome'), (203, 216, 'CONDITION', 'tarsal tunnel'), (419, 441, 'CONDITION', 'tarsal tunnel syndrome'), (612, 637, 'PHYSICAL', 'Tibial nerve mobilization'), (642, 678, 'PHYSICAL', 'foot-ankle range of motion exercises'), (717, 764, 'CONTROL', 'only foot-ankle joint range of motion exercises')]"
"['Pilot', 'Study', 'of', 'Continuing', 'Aspirin', 'Versus', 'Switching', 'to', 'Clopidogrel', 'After', 'Stroke', 'or', 'Transient', 'Ischemic', 'Attack', '|', 'Pilot', 'study', 'of', 'continuing', 'aspirin', 'versus', 'switching', 'to', 'clopidogrel', 'after', 'stroke', 'or', 'transient', 'ischemic', 'attack', '.']","['O', 'O', 'O', 'O', 'B-DRUG', 'O', 'O', 'O', 'B-DRUG', 'O', 'B-COND', 'O', 'B-COND', 'I-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'B-DRUG', 'O', 'O', 'O', 'B-DRUG', 'O', 'B-COND', 'O', 'B-COND', 'I-COND', 'I-COND', 'O']",NCT00363753,NCT00363753,Pilot Study of Continuing Aspirin Versus Switching to Clopidogrel After Stroke or Transient Ischemic Attack | Pilot study of continuing aspirin versus switching to clopidogrel after stroke or transient ischemic attack.,"[(26, 33, 'DRUG', 'Aspirin'), (54, 65, 'DRUG', 'Clopidogrel'), (72, 78, 'CONDITION', 'Stroke'), (82, 107, 'CONDITION', 'Transient Ischemic Attack'), (136, 143, 'DRUG', 'aspirin'), (164, 175, 'DRUG', 'clopidogrel'), (182, 188, 'CONDITION', 'stroke'), (192, 217, 'CONDITION', 'transient ischemic attack')]"
"['Screw', 'Retained', 'Arch', 'Bar', 'Versus', 'Conventional', 'Erich', ""'s"", 'Arch', 'Bar', 'in', 'Maxillomandibular', 'Fixation', '|', 'A', 'randomized', 'prospective', 'clinical', 'study', 'to', 'compare', 'screw', 'Retained', 'Arch', 'Bar', 'and', 'Conventional', 'Erich', ""'s"", 'Arch', 'Bar', 'in', 'Maxillomandibular', 'Fixation']","['B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'B-OTHER', 'I-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'B-OTHER', 'I-OTHER']",NCT05401994,NCT05401994,Screw Retained Arch Bar Versus Conventional Erich's Arch Bar in Maxillomandibular Fixation | A randomized prospective clinical study to compare screw Retained Arch Bar and Conventional Erich's Arch Bar in Maxillomandibular Fixation,"[(0, 23, 'OTHER', 'Screw Retained Arch Bar'), (31, 60, 'OTHER', ""Conventional Erich's Arch Bar""), (64, 90, 'OTHER', 'Maxillomandibular Fixation'), (144, 167, 'OTHER', 'screw Retained Arch Bar'), (172, 201, 'OTHER', ""Conventional Erich's Arch Bar""), (205, 231, 'OTHER', 'Maxillomandibular Fixation')]"
"['A', 'Phase', 'III', 'Study', 'of', 'the', 'Efficacy', 'and', 'Safety', 'of', '3APS', 'as', 'Add', '-', 'on', 'Therapy', 'in', 'Mild', 'to', 'Moderate', 'Alzheimer', ""'s"", 'Disease', '|', 'The', 'purpose', 'of', 'this', 'Phase', '3', 'study', 'is', 'to', 'evaluate', 'the', 'efficacy', 'and', 'safety', 'of', '3APS', 'as', 'an', 'add', '-', 'on', 'therapy', 'to', 'most', 'standard', 'medication', 'for', 'Alzheimer', ""'s"", 'disease', 'compared', 'to', 'placebo', '(', 'inactive', 'substance', 'pill', ')', 'in', 'patients', 'with', 'mild', 'to', 'moderate', 'Alzheimer', ""'s"", 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DRUG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'I-COND', 'I-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DRUG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'O', 'O', 'O', 'O', 'B-CTRL', 'I-CTRL', 'I-CTRL', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'I-COND', 'I-COND', 'I-COND', 'O']",NCT00217763,NCT00217763,A Phase III Study of the Efficacy and Safety of 3APS as Add-on Therapy in Mild to Moderate Alzheimer's Disease | The purpose of this Phase 3 study is to evaluate the efficacy and safety of 3APS as an add-on therapy to most standard medication for Alzheimer's disease compared to placebo (inactive substance pill) in patients with mild to moderate Alzheimer's disease.,"[(48, 52, 'DRUG', '3APS'), (74, 110, 'CONDITION', ""Mild to Moderate Alzheimer's Disease""), (189, 193, 'DRUG', '3APS'), (247, 266, 'CONDITION', ""Alzheimer's disease""), (288, 311, 'CONTROL', 'inactive substance pill'), (330, 366, 'CONDITION', ""mild to moderate Alzheimer's disease"")]"
"['Effects', 'of', 'Cerebellar', 'Transcranial', 'Direct', 'Current', 'Stimulation', 'During', 'Balance', 'Training', 'on', 'Cerebellar', 'Ataxia', '|', 'Cerebellar', 'ataxia', 'is', 'a', 'neurologic', 'symptom', 'caused', 'by', 'damage', 'or', 'dysfunction', 'in', 'the', 'cerebellum', 'and', 'its', 'pathways', 'that', 'results', 'in', 'loss', 'of', 'coordination', ',', 'balance', 'and', 'postural', 'control', '.', 'There', 'is', 'a', 'high', 'rate', '(', '93', '%', ')', 'of', 'fallings', 'for', 'this', 'population', 'that', 'could', 'limit', 'daily', 'life', 'activities', '.', 'Pharmacological', 'interventions', 'are', 'not', 'able', 'to', 'modify', 'the', 'balance', ',', 'therefore', ',', 'new', 'approaches', 'to', 'rehabilitate', 'must', 'be', 'studied', '.', 'ctDCS', 'is', 'a', 'non', '-', 'invasive', 'brain', 'stimulation', 'that', 'seems', 'to', 'be', 'a', 'new', 'and', 'innovator', 'technique', 'to', 'restore', 'ataxia', 'symptoms', '.', 'The', 'purpose', 'of', 'this', 'study', 'is', 'to', 'evaluate', 'the', 'effects', 'of', 'ctDCS', 'associated', 'with', 'balance', 'training', 'on', 'cerebellar', 'ataxia', 'patients', '.', 'A', 'counterbalanced', 'crossover', ',', 'sham', '-', 'controlled', ',', 'triple', 'blind', 'trial', 'will', 'be', 'performed', '.', 'All', 'subjects', 'will', 'receive', 'the', 'real', 'and', 'sham', 'ctDCS', 'associated', 'to', 'balance', 'training', '.', 'The', 'anodal', 'ctDCS', '(', '2', 'mA', ',', '20', 'minutes', ')', 'or', 'sham', '(', '2mA', ',', '30', 'seconds', ')', 'will', 'be', 'applied', 'during', 'balance', 'training', 'at', 'Biodex', 'Balance', 'System', '(', 'BBS', ')', '.', 'The', 'balance', 'will', 'be', 'the', 'primary', 'outcome', 'and', 'will', 'be', 'evaluated', 'through', 'Posture', 'Control', 'at', 'Biodex', 'Balance', 'System', '.', 'Ataxia', ""'"", 'severity', 'and', 'functional', 'mobility', 'will', 'be', 'the', 'secondary', 'outcomes', 'and', 'will', 'be', 'evaluated', 'by', 'the', 'scale', 'for', 'the', 'assessment', 'and', 'rating', 'of', 'ataxia', '(', 'SARA', ')', 'and', '10', 'meters', 'walking', 'test', ',', 'respectively', '.']","['O', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'B-PHYS', 'I-PHYS', 'O', 'B-COND', 'I-COND', 'O', 'B-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTHER', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CTRL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CTRL', 'I-CTRL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CTRL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHYS', 'I-PHYS', 'O', 'B-PHYS', 'I-PHYS', 'I-PHYS', 'O', 'B-PHYS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHYS', 'I-PHYS', 'I-PHYS', 'O', 'B-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NCT04039048,NCT04039048,"Effects of Cerebellar Transcranial Direct Current Stimulation During Balance Training on Cerebellar Ataxia | Cerebellar ataxia is a neurologic symptom caused by damage or dysfunction in the cerebellum and its pathways that results in loss of coordination, balance and postural control. There is a high rate (93%) of fallings for this population that could limit daily life activities. Pharmacological interventions are not able to modify the balance, therefore, new approaches to rehabilitate must be studied. ctDCS is a non-invasive brain stimulation that seems to be a new and innovator technique to restore ataxia symptoms. The purpose of this study is to evaluate the effects of ctDCS associated with balance training on cerebellar ataxia patients. A counterbalanced crossover, sham-controlled, triple blind trial will be performed. All subjects will receive the real and sham ctDCS associated to balance training. The anodal ctDCS (2 mA, 20 minutes) or sham (2mA, 30 seconds) will be applied during balance training at Biodex Balance System (BBS). The balance will be the primary outcome and will be evaluated through Posture Control at Biodex Balance System. Ataxia' severity and functional mobility will be the secondary outcomes and will be evaluated by the scale for the assessment and rating of ataxia (SARA) and 10 meters walking test, respectively.","[(11, 61, 'OTHER', 'Cerebellar Transcranial Direct Current Stimulation'), (69, 85, 'PHYSICAL', 'Balance Training'), (89, 106, 'CONDITION', 'Cerebellar Ataxia'), (109, 126, 'CONDITION', 'Cerebellar ataxia'), (510, 515, 'OTHER', 'ctDCS'), (610, 616, 'CONDITION', 'ataxia'), (683, 688, 'OTHER', 'ctDCS'), (725, 742, 'CONDITION', 'cerebellar ataxia'), (782, 786, 'CONTROL', 'sham'), (876, 886, 'CONTROL', 'sham ctDCS'), (930, 935, 'OTHER', 'ctDCS'), (958, 962, 'CONTROL', 'sham'), (1004, 1020, 'PHYSICAL', 'balance training'), (1024, 1045, 'PHYSICAL', 'Biodex Balance System'), (1047, 1050, 'PHYSICAL', 'BBS'), (1142, 1163, 'PHYSICAL', 'Biodex Balance System'), (1165, 1171, 'CONDITION', 'Ataxia'), (1305, 1311, 'CONDITION', 'ataxia')]"
"['Management', 'of', 'Consecutive', 'Exotropia', 'and', 'Its', 'Effect', 'on', 'Ocular', 'Motility', '|', 'Patients', 'with', 'consecutive', 'exotropia', 'will', 'be', 'managed', 'by', 'medial', 'rectus', 'muscle', 'advancement', '+', '/-', 'resection', 'or', 'medial', 'rectus', 'muscle', 'advancement', '+', '/-', 'lateral', 'rectus', 'recession']","['O', 'O', 'B-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'O', 'O', 'O', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER']",NCT04961021,NCT04961021,Management of Consecutive Exotropia and Its Effect on Ocular Motility | Patients with consecutive exotropia will be managed by medial rectus muscle advancement +/- resection or medial rectus muscle advancement +/- lateral rectus recession,"[(14, 35, 'CONDITION', 'Consecutive Exotropia'), (86, 107, 'CONDITION', 'consecutive exotropia'), (127, 159, 'OTHER', 'medial rectus muscle advancement'), (164, 209, 'OTHER', 'resection or medial rectus muscle advancement'), (214, 238, 'OTHER', 'lateral rectus recession')]"
"['Effect', 'of', 'Nitric', 'Oxide', '(', 'NO', ')', 'Supplementation', 'on', 'Neurocognitive', 'Measures', 'in', 'Argininosuccinate', 'Lyase', 'Deficiency', '(', 'ASLD', ')', '|', 'This', 'is', 'a', 'study', 'involving', 'a', 'dietary', 'supplement', '.', 'Patients', 'with', 'argininosuccinate', 'lyase', 'deficiency', '(', 'ASLD', ')', 'will', 'be', 'randomly', 'assigned', 'to', 'receive', 'either', 'a', 'nitric', 'oxide', 'dietary', 'supplement', 'or', 'placebo', 'for', '24', 'weeks', ',', 'and', 'then', 'crossed', '-', 'over', 'to', 'receive', 'the', 'other', 'treatment', 'for', '24', 'weeks', '.', 'The', 'investigators', 'will', 'assess', 'the', 'effects', 'of', 'the', 'supplement', 'in', 'domains', 'of', 'general', 'cognition', ',', 'memory', ',', 'executive', 'functioning', ',', 'and', 'fine', 'motor', 'functioning', 'in', 'individuals', 'with', 'ASLD', '.']","['O', 'O', 'B-DRUG', 'I-DRUG', 'O', 'B-DRUG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'O', 'B-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'O', 'B-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DRUG', 'I-DRUG', 'O', 'O', 'O', 'B-CTRL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'O']",NCT03064048,NCT03064048,"Effect of Nitric Oxide (NO) Supplementation on Neurocognitive Measures in Argininosuccinate Lyase Deficiency (ASLD) | This is a study involving a dietary supplement. Patients with argininosuccinate lyase deficiency (ASLD) will be randomly assigned to receive either a nitric oxide dietary supplement or placebo for 24 weeks, and then crossed-over to receive the other treatment for 24 weeks. The investigators will assess the effects of the supplement in domains of general cognition, memory, executive functioning, and fine motor functioning in individuals with ASLD.","[(10, 22, 'DRUG', 'Nitric Oxide'), (24, 26, 'DRUG', 'NO'), (74, 108, 'CONDITION', 'Argininosuccinate Lyase Deficiency'), (110, 114, 'CONDITION', 'ASLD'), (180, 214, 'CONDITION', 'argininosuccinate lyase deficiency'), (216, 220, 'CONDITION', 'ASLD'), (268, 280, 'DRUG', 'nitric oxide'), (303, 310, 'CONTROL', 'placebo'), (563, 567, 'CONDITION', 'ASLD')]"
"['The', 'Effect', 'of', 'Auditory', 'and', 'Tactile', 'Stimulus', 'on', 'Consciousness', ',', 'Oxygen', 'Saturation', ',', 'and', 'Mean', 'Arterial', 'Pressure', 'in', 'Traumatic', 'Coma', 'Patients', ':', 'A', 'Randomized', 'Controlled', 'Single', '-', 'Blind', 'Study', '|', 'This', 'study', 'focused', 'on', 'examining', 'the', 'effects', 'of', 'auditory', 'and', 'tactile', 'stimuli', 'to', 'reduce', 'sensory', 'deprivation', 'on', 'consciousness', ',', 'oxygen', 'saturation', 'and', 'mean', 'arterial', 'pressure', 'in', 'traumatic', 'coma', 'patients', '.']","['O', 'O', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTHER', 'I-OTHER', 'I-OTHER', 'I-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'O', 'O']",NCT05195606,NCT05195606,"The Effect of Auditory and Tactile Stimulus on Consciousness, Oxygen Saturation, and Mean Arterial Pressure in Traumatic Coma Patients: A Randomized Controlled Single-Blind Study | This study focused on examining the effects of auditory and tactile stimuli to reduce sensory deprivation on consciousness, oxygen saturation and mean arterial pressure in traumatic coma patients.","[(14, 43, 'OTHER', 'Auditory and Tactile Stimulus'), (111, 125, 'CONDITION', 'Traumatic Coma'), (228, 256, 'OTHER', 'auditory and tactile stimuli'), (353, 367, 'CONDITION', 'traumatic coma')]"
"['Context', '-', 'Aware', 'Mobile', 'Intervention', 'for', 'Social', 'Recovery', 'in', 'Serious', 'Mental', 'Illness', '|', 'This', 'open', 'trial', 'will', 'test', 'a', 'new', 'technology', '-', 'supported', 'blended', 'intervention', ',', 'mobile', 'Social', 'Interaction', 'Therapy', 'by', 'Exposure', '(', 'mSITE', ')', ',', 'that', 'targets', 'social', 'engagement', 'in', 'consumers', 'with', 'serious', 'mental', 'illness', '.']","['B-BEH', 'I-BEH', 'I-BEH', 'I-BEH', 'I-BEH', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BEH', 'I-BEH', 'I-BEH', 'I-BEH', 'I-BEH', 'O', 'B-BEH', 'I-BEH', 'I-BEH', 'I-BEH', 'I-BEH', 'I-BEH', 'O', 'B-BEH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'O']",NCT05660070,NCT05660070,"Context-Aware Mobile Intervention for Social Recovery in Serious Mental Illness | This open trial will test a new technology-supported blended intervention, mobile Social Interaction Therapy by Exposure (mSITE), that targets social engagement in consumers with serious mental illness.","[(0, 33, 'BEHAVIOURAL', 'Context-Aware Mobile Intervention'), (57, 79, 'CONDITION', 'Serious Mental Illness'), (114, 155, 'BEHAVIOURAL', 'technology-supported blended intervention'), (157, 202, 'BEHAVIOURAL', 'mobile Social Interaction Therapy by Exposure'), (204, 209, 'BEHAVIOURAL', 'mSITE'), (261, 283, 'CONDITION', 'serious mental illness')]"
"['Evaluating', 'the', 'Effect', 'of', 'Acetazolamide', 'Administration', 'and', 'Prone', 'Positioning', 'Following', 'Lumbosacral', 'Spinal', 'Surgery', 'in', 'Preventing', 'Cerebro', 'Spinal', 'Fluid', 'Leakage', 'and', 'Collection', 'and', 'Wound', 'Dehiscence', 'in', 'Children', '.', '|', 'Purpose', 'of', 'study', ':', 'to', 'determine', 'the', 'preventive', 'effect', 'of', 'acetazolamide', 'administration', ',', 'prone', 'positioning', ',', 'and', 'the', 'combination', 'of', 'both', 'following', 'the', 'neurosurgical', 'interventions', 'in', 'lumbosacral', 'region', 'for', 'cerebrospinal', 'fluid', '(', 'CSF', ')', 'leak', ',', 'CSF', 'collection', 'and', 'wound', 'dehiscence', '.', '\n', 'Sample', 'size', ':', '144', '\n\n', 'intervention', 'groups', ':', '\n\n', 'Group', 'A', ':', 'Acetazolamide', 'administration', 'for', '10', 'days', '\n', 'Group', 'B', ':', 'prone', 'positioning', 'for', '10', 'days', '\n', 'Group', 'C', ':', 'Acetazolamide', 'administration', 'and', 'prone', 'positioning', 'for', '10', 'days', '\n', 'Group', 'D', ':', 'no', 'intervention', '\n', 'Period', 'of', 'study', ':', 'Autumn', '2012', 'to', 'the', 'end', 'of', 'winter', 'of', '2015']","['O', 'O', 'O', 'O', 'B-DRUG', 'O', 'O', 'B-OTHER', 'I-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'I-COND', 'I-COND', 'I-COND', 'O', 'B-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DRUG', 'O', 'O', 'B-OTHER', 'I-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COND', 'I-COND', 'I-COND', 'I-COND', 'I-COND', 'I-COND', 'O', 'B-COND', 'I-COND', 'O', 'B-COND', 'I-COND', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DRUG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTHER', 'I-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DRUG', 'O', 'O', 'B-OTHER', 'I-OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CTRL', 'I-CTRL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NCT01867268,NCT01867268,"Evaluating the Effect of Acetazolamide Administration and Prone Positioning Following Lumbosacral Spinal Surgery in Preventing Cerebro Spinal Fluid Leakage and Collection and Wound Dehiscence in Children. | Purpose of study : to determine the preventive effect of acetazolamide administration, prone positioning, and the combination of both following the neurosurgical interventions in lumbosacral region for cerebrospinal fluid (CSF) leak, CSF collection and wound dehiscence.
Sample size: 144

intervention groups:

Group A: Acetazolamide administration for 10 days
Group B: prone positioning for 10 days
Group C: Acetazolamide administration and prone positioning for 10 days
Group D: no intervention
Period of study: Autumn 2012 to the end of winter of 2015","[(25, 38, 'DRUG', 'Acetazolamide'), (58, 75, 'OTHER', 'Prone Positioning'), (127, 170, 'CONDITION', 'Cerebro Spinal Fluid Leakage and Collection'), (175, 191, 'CONDITION', 'Wound Dehiscence'), (264, 277, 'DRUG', 'acetazolamide'), (294, 311, 'OTHER', 'prone positioning'), (409, 439, 'CONDITION', 'cerebrospinal fluid (CSF) leak'), (441, 455, 'CONDITION', 'CSF collection'), (460, 476, 'CONDITION', 'wound dehiscence'), (527, 540, 'DRUG', 'Acetazolamide'), (577, 594, 'OTHER', 'prone positioning'), (616, 629, 'DRUG', 'Acetazolamide'), (649, 666, 'OTHER', 'prone positioning'), (688, 703, 'CONTROL', 'no intervention')]"
