,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
105,NCT04518540,OfficialTitle+BriefSummary,"Randomized, Parallel Safety and Efficacy Study of Lipoic Acid in Patients With Amyotrophic Lateral Sclerosis | In this proposed study, the investigators will evaluate the safety and efficacy of lipoic acid in treatment of Amyotrophic lateral sclerosis (ALS). The study will recruit 150 AD patients, and then these patients will be randomized to lipoic acid group or control group (75 patients per arm) for 6 courses for about 5 months. Clinical assessment will be done at screen/baseline, 3th course and 6th course. The specific aims are to compare lipoic acid versus control on: motor function and disease progression. During the study period, clinical effect index will be recorded, including bulbar function, motor function, respiratory function, and safety index including blood and urine routine, liver and kidney function, coagulation function.","[(50, 61, 'DRUG', 'Lipoic Acid'), (79, 108, 'CONDITION', 'Amyotrophic Lateral Sclerosis'), (194, 205, 'DRUG', 'lipoic acid'), (222, 251, 'CONDITION', 'Amyotrophic lateral sclerosis'), (253, 256, 'CONDITION', 'ALS'), (345, 356, 'DRUG', 'lipoic acid'), (366, 373, 'CONTROL', 'control'), (549, 560, 'DRUG', 'lipoic acid'), (568, 575, 'CONTROL', 'control')]","[(50, 61), (79, 108), (194, 205), (222, 251), (253, 256), (345, 356), (366, 373), (549, 560), (568, 575)]","[(79, 108, 'CONDITION'), (222, 251, 'CONDITION'), (253, 256, 'CONDITION')]","[(50, 61, 'DRUG'), (194, 205, 'DRUG'), (345, 356, 'DRUG'), (366, 373, 'CONTROL'), (549, 560, 'DRUG'), (568, 575, 'CONTROL')]"
106,NCT04097418,OfficialTitle+BriefSummary,"Effects of Aerobic Training on Motor and Cognitive Performances in Patients With MS: an Exploratory Study With Structural and Functional MRI | Aerobic training (AT) induces cardiovascular, metabolic and muscular changes and has been proposed as a promising rehabilitative approach in elderly adults and in neurological patients to improve both motor and cognitive performances. The Investigators wish to explore the role of AT in multiple sclerosis (MS) patients on physical and neuropsychological functions and its underlying anatomical and functional substrates, using advanced magnetic resonance imaging (MRI) methods.

In this project, the Investigators wish to apply aerobic training in right-handed MS patients and healthy controls to assess:

the effects of aerobic training compared to conventional motor training on motor and cardio-vascular parameters;
the effect of aerobic training compared to conventional motor training on cognitive performance, depression and fatigue;
the modifications of functional activations during a cognitive task and of functional connectivity in motor and cognitive networks during resting state following aerobic training and conventional motor training (functional plasticity);
the regional variations of gray matter (GM) volumes and white matter (WM) architecture after aerobic training and conventional motor training (structural plasticity);
the correlations between the changes detected with structural and functional MRI and clinical, motor and neuropsychological scales.","[(11, 27, 'PHYSICAL', 'Aerobic Training'), (81, 83, 'CONDITION', 'MS'), (143, 159, 'PHYSICAL', 'Aerobic training'), (161, 163, 'PHYSICAL', 'AT'), (424, 426, 'PHYSICAL', 'AT'), (430, 448, 'CONDITION', 'multiple sclerosis'), (450, 452, 'CONDITION', 'MS'), (672, 688, 'PHYSICAL', 'aerobic training'), (705, 707, 'CONDITION', 'MS'), (765, 781, 'PHYSICAL', 'aerobic training'), (794, 821, 'CONTROL', 'conventional motor training'), (877, 893, 'PHYSICAL', 'aerobic training'), (906, 933, 'CONTROL', 'conventional motor training'), (960, 970, 'CONDITION', 'depression'), (975, 982, 'CONDITION', 'fatigue'), (1146, 1162, 'PHYSICAL', 'aerobic training'), (1167, 1194, 'CONTROL', 'conventional motor training'), (1313, 1329, 'PHYSICAL', 'aerobic training'), (1334, 1361, 'CONTROL', 'conventional motor training')]","[(11, 27), (81, 83), (143, 159), (161, 163), (424, 426), (430, 448), (450, 452), (672, 688), (705, 707), (765, 781), (794, 821), (877, 893), (906, 933), (960, 970), (975, 982), (1146, 1162), (1167, 1194), (1313, 1329), (1334, 1361)]","[(81, 83, 'CONDITION'), (430, 448, 'CONDITION'), (450, 452, 'CONDITION'), (705, 707, 'CONDITION'), (960, 970, 'CONDITION'), (975, 982, 'CONDITION')]","[(11, 27, 'PHYSICAL'), (143, 159, 'PHYSICAL'), (161, 163, 'PHYSICAL'), (424, 426, 'PHYSICAL'), (672, 688, 'PHYSICAL'), (765, 781, 'PHYSICAL'), (794, 821, 'CONTROL'), (877, 893, 'PHYSICAL'), (906, 933, 'CONTROL'), (1146, 1162, 'PHYSICAL'), (1167, 1194, 'CONTROL'), (1313, 1329, 'PHYSICAL'), (1334, 1361, 'CONTROL')]"
107,NCT05216315,OfficialTitle+BriefSummary,"Non-invasive Transcranial Direct Current Stimulation to Improve Cognitive Efficiency | Normal aging is associated with a progressive decline in cognitive functions, especially memory. This decline in cognitive function can negatively impact the quality of life of older adults. Although there are currently few possibilities to prevent and/or slow the signs of cognitive decline, both those associated with age and neurodegenerative pathologies, one of the non-invasive brain stimulation techniques that has gained attention in recent years is Transcranial Direct Current Stimulation (tDCS). tDCS is a technique based on the application of a low-intensity (< 2 mA) direct electrical current between two large-area electrodes placed on various surface areas of the head. Moreover, according to safety-related meta-analyses it is a very safe technique, without any major side effects, provided that internationally established safety protocols are taken into account in its application. This technique has recently been investigated as a potential treatment for both healthy elderly people and people with mild cognitive impairment and Alzheimer's disease in several cognitive variables, having shown encouraging results in working memory learning curves, modulation of plasticity and recognition tasks. This project aims to implement an intervention using transcranial direct current stimulation in healthy older adults, MCI and AD. The main objective is to test if there is an improvement in cognitive efficiency and if the changes are maintained over time (1 month). For this purpose, the effect of the technique will be studied on participants assigned to treatment and control groups, analyzing the possible modifications in the following cognitive variables: cognitive plasticity and learning potential, recognition and familiarity and false alarms.","[(0, 52, 'OTHER', 'Non-invasive Transcranial Direct Current Stimulation'), (133, 163, 'CONDITION', 'decline in cognitive functions'), (189, 218, 'CONDITION', 'decline in cognitive function'), (361, 378, 'CONDITION', 'cognitive decline'), (457, 498, 'OTHER', 'non-invasive brain stimulation techniques'), (544, 583, 'OTHER', 'Transcranial Direct Current Stimulation'), (585, 589, 'OTHER', 'tDCS'), (592, 596, 'OTHER', 'tDCS'), (1104, 1129, 'CONDITION', 'mild cognitive impairment'), (1134, 1153, 'CONDITION', ""Alzheimer's disease""), (1355, 1394, 'OTHER', 'transcranial direct current stimulation'), (1420, 1423, 'CONDITION', 'MCI'), (1428, 1430, 'CONDITION', 'AD')]","[(0, 52), (133, 163), (189, 218), (361, 378), (457, 498), (544, 583), (585, 589), (592, 596), (1104, 1129), (1134, 1153), (1355, 1394), (1420, 1423), (1428, 1430)]","[(133, 163, 'CONDITION'), (189, 218, 'CONDITION'), (361, 378, 'CONDITION'), (1104, 1129, 'CONDITION'), (1134, 1153, 'CONDITION'), (1420, 1423, 'CONDITION'), (1428, 1430, 'CONDITION')]","[(0, 52, 'OTHER'), (457, 498, 'OTHER'), (544, 583, 'OTHER'), (585, 589, 'OTHER'), (592, 596, 'OTHER'), (1355, 1394, 'OTHER')]"
108,NCT04856527,OfficialTitle+BriefSummary,The Motor Control Consequences of Excessive Physical Therapist Support in Individuals With Stroke | The purpose of this study is to systematically determine the effect of unnecessary physical therapist assistance in individuals after stroke during the practice of an upper limb task on an individual's task performance and their underlying motor control patterns when learning (or re-learning) motor skills.,"[(91, 97, 'CONDITION', 'Stroke'), (234, 240, 'CONDITION', 'stroke')]","[(91, 97), (234, 240)]","[(91, 97, 'CONDITION'), (234, 240, 'CONDITION')]",[]
109,NCT05464563,OfficialTitle+BriefSummary,"Study by Electroencephalography of the Link Between the Lack of Self-compassion and the Disorder of Empathy in Schizophrenia | This research project focuses on a fundamental element of the psychopathology of schizophrenia, that is to say, the disorders of self-awareness and on the functional alterations associated with it, that is to say, self-compassion deficit and empathy disorder.

It will be a question of better understanding the neuro-functional mechanisms which underlie the lack of self-compassion and the disorder of empathy in schizophrenia, the relationship that these disorders maintain between them but also the relationship that they maintain with the general psychopathology of schizophrenia and, in particular, with the abnormalities of the self. In other words, the overall framework of this project is that of the link between the psychopathology of schizophrenia and the functional impairment associated with it. Its specific field of application is that of the link between self-awareness disorders, self-compassion deficit and empathy disorder. For this, this project proposes a methodological approach combining the recording of intrinsic and extrinsic brain activity using high-density electroencephalography (EEG).","[(56, 79, 'CONDITION', 'Lack of Self-compassion'), (88, 107, 'CONDITION', 'Disorder of Empathy'), (111, 124, 'CONDITION', 'Schizophrenia'), (208, 221, 'CONDITION', 'schizophrenia'), (341, 364, 'CONDITION', 'self-compassion deficit'), (369, 385, 'CONDITION', 'empathy disorder'), (485, 508, 'CONDITION', 'lack of self-compassion'), (517, 536, 'CONDITION', 'disorder of empathy'), (540, 553, 'CONDITION', 'schizophrenia'), (696, 709, 'CONDITION', 'schizophrenia'), (871, 884, 'CONDITION', 'schizophrenia'), (997, 1021, 'CONDITION', 'self-awareness disorders'), (1023, 1046, 'CONDITION', 'self-compassion deficit'), (1051, 1067, 'CONDITION', 'empathy disorder')]","[(56, 79), (88, 107), (111, 124), (208, 221), (341, 364), (369, 385), (485, 508), (517, 536), (540, 553), (696, 709), (871, 884), (997, 1021), (1023, 1046), (1051, 1067)]","[(56, 79, 'CONDITION'), (88, 107, 'CONDITION'), (111, 124, 'CONDITION'), (208, 221, 'CONDITION'), (341, 364, 'CONDITION'), (369, 385, 'CONDITION'), (485, 508, 'CONDITION'), (517, 536, 'CONDITION'), (540, 553, 'CONDITION'), (696, 709, 'CONDITION'), (871, 884, 'CONDITION'), (997, 1021, 'CONDITION'), (1023, 1046, 'CONDITION'), (1051, 1067, 'CONDITION')]",[]
110,NCT01678755,OfficialTitle+BriefSummary,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 2 Study of the Safety and Efficacy of ABT-126 in the Treatment of Cognitive Deficits in Schizophrenia (CDS) in Smokers | This is an efficacy study evaluating a experimental treatment for cognitive deficits in adults with schizophrenia.","[(28, 35, 'CONTROL', 'Placebo'), (108, 115, 'DRUG', 'ABT-126'), (136, 154, 'CONDITION', 'Cognitive Deficits'), (158, 171, 'CONDITION', 'Schizophrenia'), (173, 176, 'CONDITION', 'CDS'), (181, 188, 'CONDITION', 'Smokers'), (257, 275, 'CONDITION', 'cognitive deficits'), (291, 304, 'CONDITION', 'schizophrenia')]","[(28, 35), (108, 115), (136, 154), (158, 171), (173, 176), (181, 188), (257, 275), (291, 304)]","[(136, 154, 'CONDITION'), (158, 171, 'CONDITION'), (173, 176, 'CONDITION'), (181, 188, 'CONDITION'), (257, 275, 'CONDITION'), (291, 304, 'CONDITION')]","[(28, 35, 'CONTROL'), (108, 115, 'DRUG')]"
111,NCT03704272,OfficialTitle+BriefSummary,"Supervisory Neglect, Non-Accidental Trauma, Brief Intervention, and Treatment Referral (SunBrite) | The Supervisory Neglect, Non-Accidental Trauma, Brief Intervention, and Treatment Referral (SunBrite) protocol is a family-empowered, risk mitigation strategy that targets families with young children who present to the ED with intracranial trauma. Based on the widely utilized screening, brief intervention, and referral to treatment (SBIRT) protocol, SunBrite has 3 core components: screening, brief motivational interview, and referral for treatment. PCH will: 1) engage community partnerships to support SunBrite development; 2) utilize participatory action research approach for design, implementation, process evaluation, and dissemination of the pilot program; and 3) evaluate intervention implementation and pilot outcomes. Over a 2-year period, this study will encompass a pilot intervention and implementation assessment and a randomized trial to evaluate outcomes. Implementation of SunBrite will yield rigorous scientific evidence for a sustainable, evidenced-based, widely-needed non-accidental (NAT) screening and intervention for families with young children.","[(0, 86, 'BEHAVIOURAL', 'Supervisory Neglect, Non-Accidental Trauma, Brief Intervention, and Treatment Referral'), (88, 96, 'BEHAVIOURAL', 'SunBrite'), (104, 190, 'BEHAVIOURAL', 'Supervisory Neglect, Non-Accidental Trauma, Brief Intervention, and Treatment Referral'), (192, 200, 'BEHAVIOURAL', 'SunBrite'), (328, 347, 'CONDITION', 'intracranial trauma'), (453, 461, 'BEHAVIOURAL', 'SunBrite'), (485, 494, 'BEHAVIOURAL', 'screening'), (496, 524, 'BEHAVIOURAL', 'brief motivational interview'), (530, 552, 'BEHAVIOURAL', 'referral for treatment'), (608, 616, 'BEHAVIOURAL', 'SunBrite'), (994, 1002, 'BEHAVIOURAL', 'SunBrite')]","[(0, 86), (88, 96), (104, 190), (192, 200), (328, 347), (453, 461), (485, 494), (496, 524), (530, 552), (608, 616), (994, 1002)]","[(328, 347, 'CONDITION')]","[(0, 86, 'BEHAVIOURAL'), (88, 96, 'BEHAVIOURAL'), (104, 190, 'BEHAVIOURAL'), (192, 200, 'BEHAVIOURAL'), (453, 461, 'BEHAVIOURAL'), (485, 494, 'BEHAVIOURAL'), (496, 524, 'BEHAVIOURAL'), (530, 552, 'BEHAVIOURAL'), (608, 616, 'BEHAVIOURAL'), (994, 1002, 'BEHAVIOURAL')]"
112,NCT01237587,OfficialTitle+BriefSummary,"Effect of Duloxetine 30/60 mg Once Daily Versus Placebo in Adolescents With Juvenile Primary Fibromyalgia Syndrome | The purpose of this study is to determine whether duloxetine is safe and effective in the treatment of adolescents with Juvenile Primary Fibromyalgia Syndrome (JPFS).

This trial consists of two distinct study periods. A blinded treatment period of 13 weeks and an open label extension period of 26 weeks.","[(10, 20, 'DRUG', 'Duloxetine'), (48, 55, 'CONTROL', 'Placebo'), (76, 114, 'CONDITION', 'Juvenile Primary Fibromyalgia Syndrome'), (167, 177, 'DRUG', 'duloxetine'), (237, 275, 'CONDITION', 'Juvenile Primary Fibromyalgia Syndrome'), (277, 281, 'CONDITION', 'JPFS')]","[(10, 20), (48, 55), (76, 114), (167, 177), (237, 275), (277, 281)]","[(76, 114, 'CONDITION'), (237, 275, 'CONDITION'), (277, 281, 'CONDITION')]","[(10, 20, 'DRUG'), (48, 55, 'CONTROL'), (167, 177, 'DRUG')]"
113,NCT02444065,OfficialTitle+BriefSummary,"Rapid Response to Day Hospital Treatment in Bulimia Nervosa and Purging Disorder: A Randomized Controlled Trial of an Intervention to Facilitate Early Symptom Change | Treatments for bulimia nervosa (BN) have relatively high rates of nonremission and relapse, meaning that improving treatments is a high priority in this area. Rapid response to treatment -cessation of binge eating and vomiting symptoms within the first weeks of treatment - is a robust predictor of improved post-treatment outcomes and lower relapse rates, but no study has tried to facilitate rapid response as a means of improving treatment outcomes. The present study responds to this gap in the literature by testing a 4-session CBT-based individual intervention for rapid response (i.e., ""CBT-RR""), designed to augment standard day hospital (DH) treatment for BN and Purging Disorder (PD) by focusing on strategies and skills for rapid symptom interruption. CBT-RR will be compared to a matched-intensity augmentative motivational interviewing (MI) intervention. Participants will be recruited from a hospital-based day program for eating disorders, and will be randomly assigned to one of the two conditions in addition to the DH as usual. participants will be assessed at pre-intervention, post-intervention, week 4 of DH, post-DH, and 6 months follow-up. It is hypothesized that compared to those who receive MI, patients who receive CBT-RR will be more likely to exhibit a rapid response to day hospital treatment (i.e., </= 3 binge eating and/or vomiting episodes in the first 4 weeks). It is further hypothesized that patients who receive CBT-RR will exhibit fewer binge eating and/or vomiting episodes at post-DH and at 6-month follow-up. Potential mediators and moderators of these hypothesized treatment effects will be examined on an exploratory basis, including self-efficacy, motivation, and hope (potential mediators), and emotion regulation, depression, cognitive psychopathology of eating disorders, and working alliance with the therapist (potential moderators).","[(0, 40, 'BEHAVIOURAL', 'Rapid Response to Day Hospital Treatment'), (44, 59, 'CONDITION', 'Bulimia Nervosa'), (64, 80, 'CONDITION', 'Purging Disorder'), (183, 198, 'CONDITION', 'bulimia nervosa'), (200, 202, 'CONDITION', 'BN'), (327, 365, 'BEHAVIOURAL', 'Rapid response to treatment -cessation'), (562, 576, 'BEHAVIOURAL', 'rapid response'), (701, 753, 'BEHAVIOURAL', 'CBT-based individual intervention for rapid response'), (762, 768, 'BEHAVIOURAL', 'CBT-RR'), (833, 835, 'CONDITION', 'BN'), (840, 856, 'CONDITION', 'Purging Disorder'), (858, 860, 'CONDITION', 'PD'), (931, 937, 'BEHAVIOURAL', 'CBT-RR'), (960, 1016, 'CONTROL', 'matched-intensity augmentative motivational interviewing'), (1018, 1020, 'CONTROL', 'MI'), (1105, 1121, 'CONDITION', 'eating disorders'), (1385, 1387, 'CONTROL', 'MI'), (1410, 1416, 'BEHAVIOURAL', 'CBT-RR'), (1618, 1624, 'BEHAVIOURAL', 'CBT-RR'), (1970, 1986, 'CONDITION', 'eating disorders')]","[(0, 40), (44, 59), (64, 80), (183, 198), (200, 202), (327, 365), (562, 576), (701, 753), (762, 768), (833, 835), (840, 856), (858, 860), (931, 937), (960, 1016), (1018, 1020), (1105, 1121), (1385, 1387), (1410, 1416), (1618, 1624), (1970, 1986)]","[(44, 59, 'CONDITION'), (64, 80, 'CONDITION'), (183, 198, 'CONDITION'), (200, 202, 'CONDITION'), (833, 835, 'CONDITION'), (840, 856, 'CONDITION'), (858, 860, 'CONDITION'), (1105, 1121, 'CONDITION'), (1970, 1986, 'CONDITION')]","[(0, 40, 'BEHAVIOURAL'), (327, 365, 'BEHAVIOURAL'), (562, 576, 'BEHAVIOURAL'), (701, 753, 'BEHAVIOURAL'), (762, 768, 'BEHAVIOURAL'), (931, 937, 'BEHAVIOURAL'), (960, 1016, 'CONTROL'), (1018, 1020, 'CONTROL'), (1385, 1387, 'CONTROL'), (1410, 1416, 'BEHAVIOURAL'), (1618, 1624, 'BEHAVIOURAL')]"
114,NCT04184206,OfficialTitle+BriefSummary,Effects of Attention Training Interventions on Depression | The purpose of this study is to study the effects of attention training interventions on symptoms and brain function in major depressive disorder.,"[(11, 43, 'BEHAVIOURAL', 'Attention Training Interventions'), (47, 57, 'CONDITION', 'Depression'), (113, 145, 'BEHAVIOURAL', 'attention training interventions'), (180, 205, 'CONDITION', 'major depressive disorder')]","[(11, 43), (47, 57), (113, 145), (180, 205)]","[(47, 57, 'CONDITION'), (180, 205, 'CONDITION')]","[(11, 43, 'BEHAVIOURAL'), (113, 145, 'BEHAVIOURAL')]"
115,NCT00466323,OfficialTitle+BriefSummary,"The Effectiveness of FMPO in Improving the Quality of Care for Persons With Severe Mental Illness | The purpose of this study is to learn how to help veterans play a stronger role in shaping their mental health care. Specifically we want to see if we can help veterans improve their mental health treatment by helping them decide if they want to involve family in their mental health treatment, and if so, how. The study will compare a ""family member provider"" program to an ""enhanced treatment as usual approach"" in achieving these goals.","[(21, 25, 'OTHER', 'FMPO'), (76, 97, 'CONDITION', 'Severe Mental Illness'), (437, 459, 'OTHER', 'family member provider'), (476, 512, 'CONTROL', 'enhanced treatment as usual approach')]","[(21, 25), (76, 97), (437, 459), (476, 512)]","[(76, 97, 'CONDITION')]","[(21, 25, 'OTHER'), (437, 459, 'OTHER'), (476, 512, 'CONTROL')]"
116,NCT02304913,OfficialTitle+BriefSummary,Hypoglossal Acupuncture for Dysgeusia in Gynecologic Cancer Patients Undergoing Chemotherapy: A Randomized Controlled Trial | This randomized controlled trial aims to investigate hypoglossal acupuncture in comparison to sham acupuncture and standard medical treatment (dietary recommendations) in the treatment of dysgeusia in cancer patients undergoing chemotherapy.,"[(0, 23, 'OTHER', 'Hypoglossal Acupuncture'), (28, 37, 'CONDITION', 'Dysgeusia'), (41, 59, 'CONDITION', 'Gynecologic Cancer'), (80, 92, 'CONDITION', 'Chemotherapy'), (179, 202, 'OTHER', 'hypoglossal acupuncture'), (220, 236, 'CONTROL', 'sham acupuncture'), (269, 292, 'CONTROL', 'dietary recommendations'), (314, 323, 'CONDITION', 'dysgeusia'), (327, 333, 'CONDITION', 'cancer'), (354, 366, 'CONDITION', 'chemotherapy')]","[(0, 23), (28, 37), (41, 59), (80, 92), (179, 202), (220, 236), (269, 292), (314, 323), (327, 333), (354, 366)]","[(28, 37, 'CONDITION'), (41, 59, 'CONDITION'), (80, 92, 'CONDITION'), (314, 323, 'CONDITION'), (327, 333, 'CONDITION'), (354, 366, 'CONDITION')]","[(0, 23, 'OTHER'), (179, 202, 'OTHER'), (220, 236, 'CONTROL'), (269, 292, 'CONTROL')]"
117,NCT00499200,OfficialTitle+BriefSummary,A Positron Emission Tomography Study to Assess the Level and Duration of Occupancy of Serotonin-1A Receptors Produced by Single Oral Doses of SRA-444 in Healthy Elderly Subjects and in Subjects With Alzheimer Disease | The study will include a preliminary pharmacokinetics (PK) / safety / tolerability evaluation in healthy elderly subjects followed by the Receptor Occupancy (RO) evaluations in healthy elderly subjects and in Alzheimer's Disease (AD) subjects.,"[(142, 149, 'DRUG', 'SRA-444'), (199, 216, 'CONDITION', 'Alzheimer Disease'), (428, 447, 'CONDITION', ""Alzheimer's Disease""), (449, 451, 'CONDITION', 'AD')]","[(142, 149), (199, 216), (428, 447), (449, 451)]","[(199, 216, 'CONDITION'), (428, 447, 'CONDITION'), (449, 451, 'CONDITION')]","[(142, 149, 'DRUG')]"
118,NCT03124147,OfficialTitle+BriefSummary,Optimizing Transcranial Direct Current Stimulation for Motor Recovery From Severe Post-stroke Hemiparesis | This study will compare the effectiveness of different polarities of transcranial direct current stimulation paired with intensive motor training in recovery of upper extremity function in individuals with severe post-stroke hemiparesis. The hypothesis is that more severely impaired individuals will derive greater benefit from anodal stimulation of the ipsilesional hemisphere or cathodal stimulation of the contralesional hemisphere than dual stimulation (anodal applied to the ipsilesional hemisphere and cathodal applied to the contralesional hemisphere.),"[(11, 50, 'OTHER', 'Transcranial Direct Current Stimulation'), (75, 105, 'CONDITION', 'Severe Post-stroke Hemiparesis'), (177, 216, 'OTHER', 'transcranial direct current stimulation'), (229, 253, 'PHYSICAL', 'intensive motor training'), (314, 344, 'CONDITION', 'severe post-stroke hemiparesis'), (437, 486, 'OTHER', 'anodal stimulation of the ipsilesional hemisphere'), (490, 543, 'OTHER', 'cathodal stimulation of the contralesional hemisphere'), (549, 565, 'CONTROL', 'dual stimulation')]","[(11, 50), (75, 105), (177, 216), (229, 253), (314, 344), (437, 486), (490, 543), (549, 565)]","[(75, 105, 'CONDITION'), (314, 344, 'CONDITION')]","[(11, 50, 'OTHER'), (177, 216, 'OTHER'), (229, 253, 'PHYSICAL'), (437, 486, 'OTHER'), (490, 543, 'OTHER'), (549, 565, 'CONTROL')]"
119,NCT00105638,OfficialTitle+BriefSummary,"A Telehealth Education Program for Caregivers of Veterans With Dementia | This study was designed to evaluate the impact of a Telehealth Education Program (TEP) on outpatient veterans with moderate to severe dementia and their spouse caregivers. The TEP is a program of education, coping skills, problem solving and support presented to caregivers of veterans with dementia by teleconference in 10 weekly, one-hour sessions. The TEP was based on a stress and coping model aimed to enhance the knowledge, skills and feelings of support of the caregivers who participated.","[(2, 30, 'BEHAVIOURAL', 'Telehealth Education Program'), (63, 71, 'CONDITION', 'Dementia'), (126, 154, 'BEHAVIOURAL', 'Telehealth Education Program'), (156, 159, 'BEHAVIOURAL', 'TEP'), (189, 216, 'CONDITION', 'moderate to severe dementia'), (250, 253, 'BEHAVIOURAL', 'TEP'), (365, 373, 'CONDITION', 'dementia'), (377, 391, 'BEHAVIOURAL', 'teleconference'), (429, 432, 'BEHAVIOURAL', 'TEP')]","[(2, 30), (63, 71), (126, 154), (156, 159), (189, 216), (250, 253), (365, 373), (377, 391), (429, 432)]","[(63, 71, 'CONDITION'), (189, 216, 'CONDITION'), (365, 373, 'CONDITION')]","[(2, 30, 'BEHAVIOURAL'), (126, 154, 'BEHAVIOURAL'), (156, 159, 'BEHAVIOURAL'), (250, 253, 'BEHAVIOURAL'), (377, 391, 'BEHAVIOURAL'), (429, 432, 'BEHAVIOURAL')]"
120,NCT05337982,OfficialTitle+BriefSummary,"Eccentric Motor Training With Neuromodulation and Biomarkers for Rehabilitation Readiness in Subacute SCI | The investigators are studying a new rehabilitation treatment for individuals trying to recover walking after spinal cord injury (SCI). The investigators will test conditions in the blood and spinal fluid to determine the best time to start this new training program. This will include checking for certain features called biomarkers by testing participants' spinal fluid and blood and compare these features to individuals without SCI. These features will help investigators determine when to start the new training program, either right away or waiting for 3 months. The new training program uses walking downhill on a slight slope on a treadmill while muscles that are not working normally are stimulated to contract using low levels of electricity. Adding this stimulation will allow people to practice walking and other skills even though full muscle control has not recovered. This new program will be in addition to any other rehabilitation therapy and will not replace standard rehabilitation. The hope is to see if downhill training with muscle stimulation, when delivered at the most ideal time, will improve trunk and leg movement, walking, and overall function. This recovery of movement and function will be compared to people with SCI receiving standard rehabilitation alone. Certain regions of the brain and spinal cord will also be studied using MRI scans to determine if these are affected by the training and compare to individuals without SCI. The total length of the study for SCI participants will be up to 16 weeks if in the standard of care group and up to 33 weeks if in the trained group. Healthy control participants will be involved for 1-2 visits.","[(0, 24, 'PHYSICAL', 'Eccentric Motor Training'), (30, 45, 'OTHER', 'Neuromodulation'), (93, 105, 'CONDITION', 'Subacute SCI'), (145, 169, 'PHYSICAL', 'rehabilitation treatment'), (218, 236, 'CONDITION', 'spinal cord injury'), (238, 241, 'CONDITION', 'SCI'), (358, 374, 'PHYSICAL', 'training program'), (540, 543, 'CONDITION', 'SCI'), (616, 632, 'PHYSICAL', 'training program'), (685, 701, 'PHYSICAL', 'training program'), (707, 723, 'PHYSICAL', 'walking downhill'), (1041, 1063, 'PHYSICAL', 'rehabilitation therapy'), (1085, 1108, 'CONTROL', 'standard rehabilitation'), (1132, 1173, 'PHYSICAL', 'downhill training with muscle stimulation'), (1353, 1356, 'CONDITION', 'SCI'), (1367, 1390, 'CONTROL', 'standard rehabilitation'), (1566, 1569, 'CONDITION', 'SCI'), (1605, 1608, 'CONDITION', 'SCI')]","[(0, 24), (30, 45), (93, 105), (145, 169), (218, 236), (238, 241), (358, 374), (540, 543), (616, 632), (685, 701), (707, 723), (1041, 1063), (1085, 1108), (1132, 1173), (1353, 1356), (1367, 1390), (1566, 1569), (1605, 1608)]","[(93, 105, 'CONDITION'), (218, 236, 'CONDITION'), (238, 241, 'CONDITION'), (540, 543, 'CONDITION'), (1353, 1356, 'CONDITION'), (1566, 1569, 'CONDITION'), (1605, 1608, 'CONDITION')]","[(0, 24, 'PHYSICAL'), (30, 45, 'OTHER'), (145, 169, 'PHYSICAL'), (358, 374, 'PHYSICAL'), (616, 632, 'PHYSICAL'), (685, 701, 'PHYSICAL'), (707, 723, 'PHYSICAL'), (1041, 1063, 'PHYSICAL'), (1085, 1108, 'CONTROL'), (1132, 1173, 'PHYSICAL'), (1367, 1390, 'CONTROL')]"
121,NCT04328142,OfficialTitle+BriefSummary,Effectiveness of Qigong vs. Physiotherapy to Improve Quality of Life of Women With Fibromyalgia: A Randomized Controlled Trial | This study analyze the effectiveness of a Physiotherapy treatment versus a Qigong exercise programme improving quality of life of subjects with Fibromyalgia.,"[(17, 23, 'PHYSICAL', 'Qigong'), (28, 41, 'PHYSICAL', 'Physiotherapy'), (83, 95, 'CONDITION', 'Fibromyalgia'), (171, 184, 'PHYSICAL', 'Physiotherapy'), (204, 210, 'PHYSICAL', 'Qigong'), (273, 285, 'CONDITION', 'Fibromyalgia')]","[(17, 23), (28, 41), (83, 95), (171, 184), (204, 210), (273, 285)]","[(83, 95, 'CONDITION'), (273, 285, 'CONDITION')]","[(17, 23, 'PHYSICAL'), (28, 41, 'PHYSICAL'), (171, 184, 'PHYSICAL'), (204, 210, 'PHYSICAL')]"
